PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
010087,01-OCT-15,30-SEP-16,As Submitted,UNIV OF SOUTH ALABAMA MEDICAL CENTER    ,2451 FILLINGIM STREET                   ,,MOBILE                                  ,AL                                      ,36617                                   ,MOBILE                                  ,5422340,,,841128,,,.2722,2088590,1739183,144,52704,7680,12137,42763,137.07,1554.5,,1226,1760,6949,,,,,,,
010089,03-OCT-15,31-DEC-15,As Submitted,WALKER BAPTIST MEDICAL CENTER           ,3400 HIGHWAY 78 EAST                    ,3547                                    ,JASPER                                  ,AL                                      ,35502                                   ,WALKER                                  ,,,,110019,,,.1454,,,145,13050,2084,1182,6001,,512.58,,466,503,1469,,,,117,,347,
010092,01-OCT-15,30-SEP-16,As Submitted,DCH REGIONAL MEDICAL CENTER             ,809 UNIVERSITY BLVD EAST                ,,TUSCALOOSA                              ,AL                                      ,35401-                                  ,TUSCALOOSA                              ,4447461,,,4137691,,,.1706,1339412,473438,525,192150,65768,36807,154665,46.74,3639.15,,12411,8685,33879,,,,,,1746,778
010095,01-OCT-15,30-SEP-16,As Submitted,HALE COUNTY HOSPITAL                    ,508 GREENE STREET                       ,,GREENSBORO                              ,AL                                      ,36744                                   ,HALE                                    ,,,,24832,,,.12,,,28,10220,2232,260,3167,,78.36,,194,89,448,,,,,,,
010099,01-OCT-15,30-SEP-16,As Submitted,D W MCMILLAN MEMORIAL HOSPITAL          ,1301 BELLEVILLE AVENUE                  ,908                                     ,BREWTON                                 ,AL                                      ,36427                                   ,ESCAMBIA                                ,,,,85594,,,.12,,,49,17934,2545,2039,6601,,191.83,,646,398,1615,,,,,,,
010102,01-OCT-15,30-SEP-16,As Submitted,JOHN PAUL JONES HOSPITAL                ,317 MCWILLIAMS AVENUE                   ,B                                       ,CAMDEN                                  ,AL                                      ,36726-1610                              ,WILCOX                                  ,,,,8463,,,.12,,,21,7665,376,146,727,,38.99,,79,42,185,,,,,,,
010103,03-OCT-15,31-DEC-15,As Submitted,PRINCETON BAPTIST MEDICAL CENTER        ,701 PRINCETON AVE SW                    ,,BIRMINGHAM                              ,AL                                      ,35211                                   ,JEFFERSON                               ,1012702,,,253432,,,.1019,787066,257921,273,24570,5675,2732,17227,52.31,1194.88,,1034,494,3350,,,,4,,149,
010109,01-OCT-15,30-SEP-16,As Submitted,PICKENS COUNTY MEDICAL CENTER           ,R.K. WILSON DRIVE                       ,,CARROLLTON                              ,AL                                      ,35477                                   ,PICKENS                                 ,,,,21241,,,.0746,,,40,14600,1374,112,2036,,97.29,,251,51,490,,,,9,,89,
010112,01-OCT-15,30-SEP-16,As Submitted,BRYAN W WHITFIELD MEMORIAL HOSPITAL     ,105 HIGHWAY 80 EAST                     ,,DEMOPOLIS                               ,AL                                      ,36732                                   ,MARENGO                                 ,,,,99312,,,.12,,,89,32485,4779,2544,8509,,234.18,,762,646,1723,,,,16,,160,
010120,01-OCT-15,30-SEP-16,As Submitted,MONROE COUNTY HOSPITAL                  ,HIGHWAY 21                              ,,MONROEVILLE                             ,AL                                      ,36461                                   ,MONROE                                  ,,,,64439,,,.12,,,49,17934,1653,1023,3871,,212.11,,493,290,1139,,,,,,,
010146,01-OCT-15,30-SEP-16,As Submitted,JACKSONVILLE MEDICAL CENTER             ,1701 PELHAM ROAD SOUTH                  ,,JACKSONVILLE                            ,AL                                      ,36265                                   ,CALHOUN                                 ,,,,41238,,,.12,,,38,13908,1298,610,3306,,139.42,,333,130,853,,,,14,,224,
010169,01-OCT-15,30-SEP-16,As Submitted,ATMORE COMMUNITY HOSPITAL               ,401 MEDICAL PARK DRIVE                  ,,ATMORE                                  ,AL                                      ,36502                                   ,ESCAMBIA                                ,,,,43718,,,.0638,,,49,17934,2823,413,5259,,137,,587,140,1429,,,,,,,
011300,01-OCT-15,30-SEP-16,As Submitted,WASHINGTON COUNTY HOSPITAL              ,ST. STEPHENS AVENUE                     ,1299                                    ,CHATOM                                  ,AL                                      ,36518-                                  ,WASHINGTON                              ,,,,,,,,,,15,5490,2193,42,2618,,94,,87,10,128,,,,,,,
011302,01-OCT-15,30-SEP-16,As Submitted,RED BAY HOSPITAL                        ,211 HOSPITAL ROAD                       ,490                                     ,RED BAY                                 ,AL                                      ,35582-                                  ,FRANKLIN                                ,,,,,,,,,,25,9150,2676,92,3141,,73.31,,310,30,413,,,,,,,
013301,01-OCT-15,30-SEP-16,As Submitted,USA CHILDRENS AND WOMENS HOSPITAL       ,1700 CENTER STREET                      ,,MOBILE                                  ,AL                                      ,36604                                   ,MOBILE                                  ,,,,,,,,,30763,271,99186,324,50316,62706,67.72,1032.21,,82,6960,9298,,,,,,,
014012,01-OCT-15,30-SEP-16,As Submitted,MARY S HARPER GERIATRIC PSYCH CEN       ,201 UNIVERSITY BOULEVARD                ,21231                                   ,TUSCALOOSA                              ,AL                                      ,35402-                                  ,TUSCALOOSA                              ,,,,,,,,,,126,46116,4581,13823,33934,,274.71,,128,104,234,,,,,,,
014017,01-OCT-15,30-SEP-16,As Submitted,EASTPOINTE HOSPITAL                     ,7400 ROPER LANE                         ,,DAPHNE                                  ,AL                                      ,36526                                   ,BALDWIN                                 ,,,,,,,,,,66,24156,2136,,14649,,150,,212,,1500,,,,,,,
020027,01-OCT-15,04-NOV-15,As Submitted,MT EDGECUMBE HOSPITAL                   ,222 TONGASS DRIVE                       ,,SITKA                                   ,AK                                      ,99835                                   ,SITKA                                   ,,,,2644,,,.12,,,25,875,33,105,214,,1200,,11,15,46,,,,,,,
021308,01-OCT-15,30-SEP-16,As Submitted,NORTON SOUND REGIONAL HOSPITAL          ,5TH & BERING                            ,966                                     ,NOME                                    ,AK                                      ,99762-                                  ,NOME BOROUGH                            ,,,,,,,,,,18,6588,536,422,1479,,626.82,,117,191,416,,,,,,,
021309,01-OCT-15,30-SEP-16,As Submitted,KANAKANAK HOSPITAL                      ,6000 KANAKANAK ROAD                     ,,DILLINGHAM                              ,AK                                      ,99576                                   ,DILLINGHAM                              ,,,,,,,,,,16,5856,317,,916,,163,,72,,268,,,,,,,
021310,01-OCT-15,30-SEP-16,As Submitted,MANIILAQ HEALTH CENTER                  ,436 5TH AVENUE                          ,43                                      ,KOTZEBUE                                ,AK                                      ,99752                                   ,KOBUK                                   ,,,,,,,,,,17,6222,545,331,1525,,220,,148,129,537,,,,,,,
021312,01-OCT-15,30-SEP-16,As Submitted,SAMUEL SIMMONDS MEMORIAL HOSPITAL       ,1296 AGVIK STREET                       ,29                                      ,BARROW                                  ,AK                                      ,99723                                   ,NORTH SLOPE BOROUGH                     ,,,,,,,,,,20,7320,268,,774,,439,,71,,202,,,,,,,
021314,05-NOV-15,30-SEP-16,As Submitted,MT EDGECUMBE HOSPITAL                   ,222 TONGASS DRIVE                       ,,SITKA                                   ,AK                                      ,99835                                   ,SITKA                                   ,,,,,,,,,,25,8275,1527,,2423,,963,,192,,462,,,,,,,
030013,01-OCT-15,30-SEP-16,As Submitted,YUMA REGIONAL MEDICAL CENTER            ,2400 S AVENUE A                         ,,YUMA                                    ,AZ                                      ,85364                                   ,YUMA                                    ,1623770,,,1906505,,,.12,503508,308598,406,148596,31817,20430,75397,17.33,2042.39,,6276,4951,15264,,,,,,,
030083,01-OCT-15,30-SEP-16,As Submitted,ABRAZO SCOTTSDALE CAMPUS                ,3929 EAST BELL ROAD                     ,,PHOENIX                                 ,AZ                                      ,85032                                   ,MARICOPA                                ,,,,381148,,,.1829,,,127,46482,4064,1229,22055,,440.4,,1021,232,5863,1509,,,,,,
030085,01-OCT-15,30-SEP-16,As Submitted,NORTHWEST MEDICAL CENTER                ,6200 NORTH LA CHOLLA                    ,,TUCSON                                  ,AZ                                      ,85741-                                  ,PIMA                                    ,,,,1311614,,,.1203,,,281,102846,16763,5170,59828,,1349.11,,4656,3122,16009,,,,,,,264
030114,01-OCT-15,30-SEP-16,As Submitted,NORTHWEST MEDICAL CENTER ORO VALLEY     ,1551 E TANGERINE ROAD                   ,,ORO VALLEY                              ,AZ                                      ,85755-                                  ,PIMA                                    ,,,,,,,,,,111,40515,8401,1289,17158,,461.77,,2535,378,5301,,,,79,,319,218
030118,01-JAN-16,31-JUL-16,As Submitted,YAVAPAI REGIONAL MEDICAL CENTER-EAST    ,7700 EAST FLORENTINE ROAD               ,,PRESCOTT VALLEY                         ,AZ                                      ,86314                                   ,YAVAPAI                                 ,,,,170626,,,.12,,,56,11928,2185,2653,8469,,351.86,,697,707,2441,,,,,,,
031308,01-OCT-15,30-SEP-16,As Submitted,HU HU KAM MEMORIAL HOSPITAL             ,SEED FARM ROAD                          ,38                                      ,SACATON                                 ,AZ                                      ,85247                                   ,PINAL                                   ,,,,,,,,,,12,4392,29,56,143,,1073,,12,23,61,,,,,,,
031309,01-OCT-15,30-SEP-16,As Submitted,SAGE MEMORIAL HOSPITAL                  ,HIGHWAY 264                             ,,GANADO                                  ,AZ                                      ,86505                                   ,APACHE                                  ,,,,,,,,,,25,9150,648,264,1781,,139.87,,121,62,296,,,,,,,
031311,01-OCT-15,30-SEP-16,As Submitted,WINSLOW MEMORIAL HOSPITAL               ,1501 N WILLIAMSON AVE                   ,,WINSLOW                                 ,AZ                                      ,86047-                                  ,NAVAJO                                  ,,,,,,,,,,25,9150,1013,1418,3498,,208.83,,233,430,1348,,,,,,,
031317,01-OCT-15,30-SEP-16,As Submitted,LA PAZ REGIONAL HOSPITAL                ,1200 MOJAVE RD.                         ,,PARKER                                  ,AZ                                      ,85344-                                  ,LA PAZ                                  ,,,,,,,,,,25,9150,2483,450,3744,,189.04,,451,133,777,,,,,,,
033036,01-JAN-16,31-MAY-16,As Submitted,MOUNTAIN VALLEY REGIONAL REHAB HOSP     ,3700 N WINDSONG DRIVE                   ,,PRESCOTT VALLEY                         ,AZ                                      ,86314                                   ,YAVAPAI                                 ,,,,,,,,,,40,6080,3874,367,5275,,134.31,,290,19,383,,,,,,,
040014,01-OCT-15,30-SEP-16,As Submitted,WHITE COUNTY MEDICAL CENTER             ,3214 EAST RACE                          ,809                                     ,SEARCY                                  ,AR                                      ,72143-                                  ,WHITE                                   ,978187,,,2193297,,,.2491,717161,287087,286,104676,23279,8974,52660,13.89,1676.23,,5311,2048,14485,,,,,,592,495
040019,01-OCT-15,30-SEP-16,As Submitted,FORREST CITY MEDICAL CENTER             ,1601 NEW CASTLE ROADEET                 ,,FORREST CITY                            ,AR                                      ,72335-                                  ,ST. FRANCIS                             ,,,,55012,,,.12,,,52,19032,1410,2042,7463,,170.41,,394,788,2114,,,,16,,204,
040020,01-OCT-15,30-SEP-16,As Submitted,ST BERNARDS MEDICAL CENTER              ,225 EAST JACKSON                        ,,JONESBORO                               ,AR                                      ,72401-3156                              ,CRAIGHEAD                               ,1127706,,,2823449,,,.2092,406940,246133,314,114924,32539,7319,80886,18.6,1623.36,,6300,2676,17147,,,,,,337,
040055,01-OCT-15,30-SEP-16,As Submitted,SPARKS REGIONAL MEDICAL CENTER          ,1001 TOWSON AVE                         ,PO BOX 2406                             ,FORT SMITH                              ,AR                                      ,72902                                   ,SEBASTION                               ,1474426,,,2048446,,,.162,369436,189105,249,91134,34314,6712,72186,16.29,1216.86,,6632,1696,15927,,,,39,,467,
040067,01-OCT-15,30-SEP-16,As Submitted,MAGNOLIA REGIONAL MEDICAL CENTER        ,807 N JACKSON                           ,629                                     ,MAGNOLIA                                ,AR                                      ,71753-                                  ,COLUMBIA                                ,231972,,,88294,,,.12,222291,148055,43,15738,2397,616,4786,7.01,199.56,,589,234,1357,,,,,,,
040118,01-OCT-15,30-SEP-16,As Submitted,NEA - BAPTIST MEMORIAL HEALTH           ,4800 EAST JOHNSON AVENUE                ,,JONESBORO                               ,AR                                      ,72401                                   ,CRAIGHEAD                               ,114226,,,831548,,,.0896,36818,16951,192,70272,23495,3854,45813,3.33,960.74,,4769,945,10970,,,,,,,352
040119,01-OCT-15,30-SEP-16,As Submitted,WHITE RIVER MEDICAL CENTER              ,1710 HARRISON STREET                    ,2197                                    ,BATESVILLE                              ,AR                                      ,72501-                                  ,INDEPENDENCE                            ,,,,1778372,,,.2781,,,187,68442,16249,4253,31612,,1071.53,,3304,1283,6547,,,,,,399,241
040134,01-OCT-15,30-SEP-16,As Submitted,ARKANSAS HEART HOSPITAL                 ,1701 S. SHACKELFORD ROAD                ,,LITTLE ROCK                             ,AR                                      ,72211                                   ,PULASKI                                 ,,,,,,,,,,112,40992,12013,309,18832,,778.69,,3265,108,5282,,,,,,,
040152,01-JAN-16,31-MAR-16,As Submitted,PHYSICIANS SPECIALTY HOSPITAL           ,3873 N PARKVIEW DR                      ,,FAYETTEVILLE                            ,AR                                      ,72703                                   ,WASHINGTON                              ,,,,,,,,,,20,1820,165,4,435,,152.8,,92,4,289,,,,,,,
040153,01-OCT-15,30-SEP-16,As Submitted,WADLEY MEDICAL CENTER AT HOPE           ,2001 SOUTH MAIN                         ,,HOPE                                    ,AR                                      ,71801                                   ,,,,,81384,,,.1185,,,67,24522,2196,659,3916,,102.2,,500,170,896,,,,27,,152,
041307,01-OCT-15,30-SEP-16,As Submitted,CROSSRIDGE COMMUNITY HOSPITAL           ,310 SOUTH FALLS BLVD                    ,590                                     ,WYNNE                                   ,AR                                      ,72396-                                  ,CROSS                                   ,,,,,,,,,,15,5490,2413,93,3169,,116.4,,424,33,623,,,,,,,
041310,01-OCT-15,30-SEP-16,As Submitted,STONE COUNTY MEDICAL CENTER             ,HWY 14 EAST                             ,2300                                    ,MOUNTAIN VIEW                           ,AR                                      ,72560-2300                              ,STONE                                   ,,,,,,,,,,25,9150,1814,92,2476,,106.83,,432,40,659,,,,,,,
041311,01-OCT-15,30-SEP-16,As Submitted,HOWARD MEMORIAL HOSPITAL                ,130 MEDICAL CIRCLE                      ,381                                     ,NASHVILLE                               ,AR                                      ,71852                                   ,HOWARD                                  ,,,,,,,,,,25,9150,1515,66,2109,,154.03,,267,26,459,,,,,,,
041319,01-OCT-15,30-SEP-16,As Submitted,DEQUEEN MEDICAL CENTER                  ,1300 HIGHWAY 70 WEST                    ,,DEQUEEN                                 ,AR                                      ,71832                                   ,SEVIER                                  ,,,,,,,,,,25,9150,1611,67,2014,,93.42,,278,23,409,,,,,,,139
041323,01-OCT-15,30-SEP-16,As Submitted,ASHLEY COUNTY MEDICAL CENTER            ,1015 UNITY ROAD                         ,400                                     ,CROSSETT                                ,AR                                      ,71635-                                  ,ASHLEY                                  ,,,,,,,,,,25,9150,2288,522,3845,,182.51,,434,190,824,,,,,,111,
041327,01-OCT-15,30-SEP-16,As Submitted,BRADLEY COUNTY MEDICAL CENTER           ,404 S BRADLEY                           ,,WARREN                                  ,AR                                      ,71671-                                  ,BRADLEY                                 ,,,,,,,,,,25,9150,1570,252,2912,,152.19,,306,110,833,,,,,,184,
042011,01-OCT-15,30-SEP-16,As Submitted,ADVANCED CARE HOSPITAL OF WHITE CO.     ,1200 SOUTH MAIN STREET                  ,,SEARCY                                  ,AR                                      ,72143                                   ,WHITE                                   ,,,,,,,,,,27,9882,4120,45,5403,,54.6,,153,2,204,,,,,,,
043034,01-NOV-15,31-OCT-16,As Submitted,SOUTHEAST REHAB LLC                     ,2918 LOUIS SESSIONS ST                  ,,LAKE VILLAGE                            ,AR                                      ,71653-6049                              ,CHICOT                                  ,,,,,,,,,,15,5490,2145,112,2641,,32.45,,175,17,216,,,,,,,
050002,01-OCT-15,30-SEP-16,As Submitted,ST ROSE HOSPITAL                        ,27200 CALAROGA AVENUE                   ,,HAYWARD                                 ,CA                                      ,94545-4383                              ,ALAMEDA                                 ,,,,2532297,,,.4388,,,195,71370,9255,4439,24726,,675.07,,1804,1230,5475,2007,,,,,,
050007,01-JAN-16,31-JUL-16,As Submitted,MILLS PENINSULA MEDICAL CENTER          ,1783 EL CAMINO REAL                     ,,BURLINGAME                              ,CA                                      ,94010-                                  ,SAN MATEO                               ,,,,484600,,,.0634,,,241,51333,9150,,29345,,1629.52,,2092,,6485,832,,,,,1151,
050026,01-OCT-15,30-SEP-16,As Submitted,GROSSMONT HOSPITAL                      ,5555 GROSSMONT CENTER DRIVE             ,,LA MESA                                 ,CA                                      ,91942-                                  ,SAN DIEGO                               ,,,,6927423,,,.3203,,,430,157380,36041,16772,115037,,2936,,7944,3243,25806,,,,821,12,1375,231
050077,01-OCT-15,30-SEP-16,As Submitted,SCRIPPS MERCY HOSPITAL                  ,4077 FIFTH AVENUE                       ,,SAN DIEGO                               ,CA                                      ,92103                                   ,SAN DIEGO                               ,5454982,,,6005665,,,.366,3176920,1012129,510,186660,30692,21476,135755,103.87,3176.65,,5728,4228,29625,7574,1,,901,,1549,
050100,01-OCT-15,30-SEP-16,As Submitted,SHARP MEMORIAL HOSPITAL                 ,7901 FROST STREET                       ,,SAN DIEGO                               ,CA                                      ,92123-                                  ,SAN DIEGO                               ,,,,3226225,,,.2021,,,832,304512,26568,24947,166193,,3602,,4963,3040,31502,3932,,,,24,,421
050146,01-OCT-15,30-SEP-16,As Submitted,CITY OF HOPE NATIONAL MEDICAL CTR       ,1500 E. DUARTE ROAD                     ,,DUARTE                                  ,CA                                      ,91010                                   ,LOS ANGELES                             ,,,,,,,,,22449,217,79422,18030,8612,67605,,2656.55,,2025,815,6395,,,,,,,
050189,01-OCT-15,30-SEP-16,As Submitted,MEE MEMORIAL HOSPITAL                   ,300 CANAL ST.                           ,,KING CITY                               ,CA                                      ,93930-                                  ,MONTEREY                                ,,,,45386,,,.12,,,76,27816,1954,1172,14336,,262.88,,164,343,892,372,,,,,,
050222,01-OCT-15,30-SEP-16,As Submitted,SHARP CHULA VISTA MEDICAL CTR           ,751 MEDICAL CENTER COURT                ,,CHULA VISTA                             ,CA                                      ,91911-                                  ,SAN DIEGO                               ,,,,4229275,,,.3783,,,243,88938,21476,9961,72253,,1611,,3833,1969,15009,4774,,,,,,
050234,01-OCT-15,30-SEP-16,As Submitted,SHARP CORONADO HOSPITAL                 ,250 PROSPECT PLACE                      ,,CORONADO                                ,CA                                      ,92118-                                  ,SAN DIEGO                               ,,,,182015,,,.12,,,59,21594,1768,671,6000,,303.3,,515,130,1857,257,,,,,,
050272,01-OCT-15,30-SEP-16,As Submitted,REDLANDS COMMUNITY HOSPITAL             ,350 TERRACINA BOULEVARD                 ,,REDLANDS                                ,CA                                      ,92373                                   ,SAN BERNADINO  CA                       ,,,,701498,,,.1576,,,195,71370,6580,4356,43328,,1170.44,,1567,576,10282,2094,,,281,,741,
