PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
010016,01-JAN-11,31-DEC-11,Reopened,SHELBY BAPTIST MEDICAL CENTER           ,1000 FIRST STREET NORTH                 ,,ALABASTER                               ,AL                                      ,35007                                   ,SHELBY                                  ,,,,2294088,,,.0909,,,192,70080,17158,8134,52340,,781.34,,3455,2108,10692,,,,,,,
010018,01-OCT-10,30-SEP-11,Settled,CALLAHAN EYE FOUNDATION HOSP            ,1720 UNIVERSITY BOULEVARD               ,,BIRMINGHAM                              ,AL                                      ,35233-                                  ,JEFFERSON                               ,64492,,,,,,,15303,293292,12,4960,100,12,339,7.95,150,,32,7,117,,,,,,,
010019,01-OCT-10,30-SEP-11,Amended,HELEN KELLER HOSPITAL                   ,1300 SOUTH MONTGOMERY AVENUE            ,610                                     ,SHEFFIELD                               ,AL                                      ,35660-                                  ,COLBERT                                 ,,,,2759174,,,.1589,,,185,67525,13835,6305,27715,,548.42,,2970,1407,6586,,,,,,,
010021,01-OCT-10,30-SEP-11,Reopened,DALE MEDICAL CENTER                     ,126 HOSPITAL                            ,,OZARK                                   ,AL                                      ,36360-                                  ,DALE                                    ,,,,495297,,,.12,,,77,28105,3647,1479,7515,,259.52,,788,394,1889,,,,46,,352,
010022,01-APR-11,31-MAR-12,Settled,CHEROKEE MEDICAL CENTER                 ,100 NORTHWOOD DRIVE                     ,,CENTRE                                  ,AL                                      ,35960-                                  ,CHEROKEE                                ,,,,175037,,,.0811,,,45,16470,3283,324,4443,,111.7,,479,112,852,,,,,,,
010023,01-JUL-11,30-JUN-12,Amended,BAPTIST MEDICAL CENTER SOUTH            ,2105  EAST SOUTH BOULEVARD              ,11010                                   ,MONTGOMERY                              ,AL                                      ,36116-                                  ,MONTGOMERY                              ,2894715,,,10989816,,,.2553,630296,309894,363,132858,23958,25883,81733,43.49,1852.3,,5273,4222,16648,,,,537,,2008,
010024,01-JAN-11,31-DEC-11,As Submitted,JACKSON HOSPITAL AND CLINIC  INC        ,1725 PINE STREET                        ,,MONTGOMERY                              ,AL                                      ,36106-1109                              ,MONTGOMERY                              ,,,,4704779,,,.1232,,,255,93075,27773,11227,66466,,1211.88,,5193,1753,12793,,,,,,,
010025,01-JUL-11,30-JUN-12,Amended,GEORGE H. LANIER HOSPITAL               ,4800 48TH STREET                        ,,VALLEY                                  ,AL                                      ,36854                                   ,CHAMBERS                                ,,,,1017256,,,.1442,,,84,30744,7977,2636,14916,,330.86,,1205,433,2835,,,,,,,
010027,01-JUL-11,30-JUN-12,Settled,ELBA GENERAL HOSPITAL                   ,987 DRAYTON STREET                      ,,ELBA                                    ,AL                                      ,35323                                   ,COFFEE                                  ,,,,48548,,,.12,,,20,7320,388,174,714,,159.6,,110,73,247,,,,,,,
010029,01-OCT-10,30-SEP-11,Amended,EAST ALABAMA MEDICAL CENTER             ,2000 PEPPERELL PKWY                     ,,OPELIKA                                 ,AL                                      ,36802-                                  ,LEE                                     ,,,,6470355,,,.1437,,,264,96360,30013,12820,66053,,1917.96,,5836,2299,16529,,,,,,,
010032,01-OCT-10,30-SEP-11,As Submitted,WEDOWEE HOSPITAL                        ,301 NORTH MAIN STREET                   ,,WEDOWEE                                 ,AL                                      ,36278                                   ,RANDOLPH                                ,,,,109678,,,.0718,,,34,12444,1537,415,2479,,74.23,,374,108,679,,,,,,,
010033,01-OCT-10,30-SEP-11,As Submitted,UNIVERSITY OF ALABAMA HOSPITAL          ,619 SOUTH 19TH STREET                   ,,BIRMINGHAM                              ,AL                                      ,35233                                   ,JEFFERSON                               ,22260444,,,26011046,,,.2232,7152169,1490246,992,362080,69668,77590,262553,774.5,6679,,12318,11129,41533,,,,536,148,2342,923
010034,01-OCT-10,30-SEP-11,Settled,COMMUNITY HOSPITAL INC.                 ,805 FRIENDSHIP DRIVE                    ,,TALLASSEE                               ,AL                                      ,36078                                   ,ELMORE                                  ,,,,352850,,,.0942,,,37,13505,3163,729,6190,,175.95,,702,209,1608,,,,8,,211,
010035,01-JUL-11,30-JUN-12,As Submitted,CULLMAN REGIONAL                        ,1912 ALABAMA HIGHWAY 157                ,,CULLMAN                                 ,AL                                      ,35056-                                  ,CULLMAN                                 ,,,,2402613,,,.1192,,,115,42090,13035,4467,22780,,843.75,,3102,1651,7141,,,,,,,
010036,01-APR-11,31-MAR-12,As Submitted,ANDALUSIA REGIONAL HOSPITAL             ,849 THREE NOTCH STREET                  ,,ANDALUSIA                               ,AL                                      ,36420                                   ,COVINGTON                               ,,,,1541689,,,.2162,,,88,32208,5366,2211,10739,,244.49,,1395,804,3208,,,,,,,113
010038,01-JUL-11,30-JUN-12,Settled,STRINGFELLOW MEMORIAL HOSPITAL          ,301 EAST 18TH STREET                    ,38                                      ,ANNISTON                                ,AL                                      ,36207                                   ,CALHOUN                                 ,,,,1063118,,,.0882,,,125,45750,8616,1748,15592,,299,,2092,536,4248,,,,,,,
010039,01-JUL-11,30-JUN-12,Amended,HUNTSVILLE HOSPITAL                     ,101 SIVLEY ROAD                         ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,2964318,,,15792761,,,.1197,848250,359339,807,295362,82735,42352,212200,34.75,5150.63,,14528,7661,44927,,,,168,,1504,
010040,01-OCT-10,30-SEP-11,Reopened,GADSDEN REGIONAL MEDICAL CENTER         ,1007 GOODYEAR AVENUE                    ,,GADSDEN                                 ,AL                                      ,35999-                                  ,ETOWAH                                  ,,,,7120377,,,.2099,,,265,96718,27717,12430,62876,,968.22,,4551,2310,11685,,,,4,,311,
010043,01-JUL-11,30-JUN-12,Reopened,CHILTON MEDICAL CENTER                  ,1010 LAY DAM ROAD                       ,,CLANTON                                 ,AL                                      ,35045-                                  ,CHILTON                                 ,,,,58213,,,.0534,,,27,9882,1189,129,2541,,121.14,,214,41,538,,,,,,,
010044,01-OCT-10,30-SEP-11,Settled,MARION REGIONAL MEDICAL CENTER          ,1256 MILITARY ST SOUTH                  ,,HAMILTON                                ,AL                                      ,35570-                                  ,MARION                                  ,,,,116925,,,.0543,,,36,13140,1871,219,3072,,131.9,,502,67,980,,,,,,,
010045,01-OCT-10,30-SEP-11,As Submitted,FAYETTE MEDICAL CENTER DCH              ,1653 TEMPLE AVENUE NORTH                ,,FAYETTE                                 ,AL                                      ,35555-                                  ,FAYETTE                                 ,,,,341987,,,.0913,,,42,15330,5208,615,7332,,185,,760,188,1407,,,,,,,
010046,01-JUL-11,30-JUN-12,Reopened,RIVERVIEW REGIONAL MEDICAL CENTER       ,600 S 3RD STREET                        ,,GADSDEN                                 ,AL                                      ,35901                                   ,ETOWAH                                  ,,,,1212423,,,.0476,,,256,93696,21679,2431,33886,,488.05,,3616,485,6440,,,,,,289,
010049,01-JAN-11,31-DEC-11,Settled,MEDICAL CENTER ENTERPRISE               ,400 NORTH EDWARDS STREET                ,,ENTERPRISE                              ,AL                                      ,36330-                                  ,COFFEE                                  ,,,,865954,,,.12,,,131,47815,5803,3690,14528,,367.26,,1514,1020,4150,,,,,,,
010050,01-JUL-11,30-JUN-12,Settled,ST. VINCENT S BLOUNT                    ,150 GILBREATH DRIVE                     ,1000                                    ,ONEONTA                                 ,AL                                      ,35121-                                  ,BLOUNT                                  ,,,,176350,,,.0761,,,40,14640,2092,496,4881,,141.1,,476,130,1241,,,,,,,
010051,01-OCT-10,30-SEP-11,Settled,GREENE COUNTY HOSPITAL                  ,509 WILSON AVENUE                       ,,EUTAW                                   ,AL                                      ,35462                                   ,GREENE                                  ,,,,148827,,,.12,,,24,8760,992,308,1550,,75.31,,308,117,529,,,,,,,
010052,01-JAN-11,31-DEC-11,As Submitted,LAKE MARTIN COMMUNITY HOSPITAL          ,1231 SOUTH STREET                       ,,DADEVILLE                               ,AL                                      ,36853                                   ,TALLAPOOSA                              ,,,,222831,,,.1139,,,46,16790,1564,299,2681,,72.65,,468,75,892,,,,,,,
010054,01-JUL-11,31-DEC-11,Settled,PARKWAY MEDICAL CENTER                  ,1874 BELTLINE ROAD S.W.                 ,,DECATUR                                 ,AL                                      ,35601                                   ,MORGAN                                  ,,,,518065,,,.1324,,,109,20056,2753,1244,6504,,283.4,,713,357,1837,,,,,,,
010055,01-JUL-11,30-JUN-12,As Submitted,FLOWERS HOSPITAL                        ,4370 WEST MAIN STREET                   ,6907                                    ,DOTHAN                                  ,AL                                      ,36302-                                  ,HOUSTON                                 ,,,,1736776,,,.0461,,,235,86010,28959,6830,57546,,1167.4,,5230,1363,11865,,,,,,,
010056,01-JUL-11,30-JUN-12,Settled,ST VINCENT S HOSPITAL                   ,810 ST VINCENT S DRIVE                  ,,BIRMINGHAM                              ,AL                                      ,35205-                                  ,JEFFERSON                               ,100533,,,,,,,31552,9368,442,161772,35716,5522,105963,1,1885.16,,6594,718,20588,,,,,,,
010058,01-OCT-10,30-SEP-11,Reopened,BIBB MEDICAL CENTER                     ,165 PIERSON AVENUE                      ,,CENTREVILLE                             ,AL                                      ,35042                                   ,BIBB                                    ,,,,47597,,,.0847,,,25,9125,1965,72,3095,,97.9,,132,14,250,,,,,,,
010059,01-OCT-10,30-SEP-11,Settled,LAWRENCE MEDICAL CENTER                 ,202 HOSPITAL STREET                     ,,MOULTON                                 ,AL                                      ,35650-                                  ,LAWRENCE                                ,,,,473256,,,.1047,,,37,13505,4717,541,6859,,151.24,,825,131,1389,,,,,,,
010061,01-OCT-10,30-SEP-11,As Submitted,HIGHLANDS MEDICAL CENTER                ,380 WOODS COVE ROAD                     ,1050                                    ,SCOTTSBORO                              ,AL                                      ,35768-                                  ,JACKSON                                 ,,,,1029683,,,.12,,,170,62050,7952,3150,14969,,348.47,,1814,1238,4097,,,,,,,
010062,01-OCT-10,30-SEP-11,As Submitted,WIREGRASS MEDICAL CENTER                ,1200 WEST MAPLE STREET                  ,,GENEVA                                  ,AL                                      ,36340                                   ,GENEVA                                  ,,,,374900,,,.0995,,,73,26645,4130,627,6319,,221.8,,837,190,1493,,,,,,271,
010065,01-JAN-11,31-DEC-11,As Submitted,RUSSELL MEDICAL CENTER                  ,P.O. BOX 939                            ,939                                     ,ALEXANDER CITY                          ,AL                                      ,35010                                   ,TALLAPOOSA                              ,,,,1530984,,,.1464,,,75,27375,5482,2779,11586,,461.43,,734,1585,3477,,,,,,,
010066,01-JUL-11,30-JUN-12,Settled,FLORALA COMMUNITY HOSPITAL              ,515 EAST 5TH AVENUE                     ,,FLORALA                                 ,AL                                      ,36442                                   ,COVINGTON                               ,,,,43108,,,.105,,,22,8052,432,71,681,,33.03,,115,33,235,,,,,,,
010069,01-OCT-10,30-SEP-11,As Submitted,SEAR                                    ,820 WEST WASHINGTON STREET              ,,EUFAULA                                 ,AL                                      ,36026-                                  ,BARBOUR                                 ,,,,313716,,,.1039,,,30,10950,3188,398,4498,,144.33,,764,155,1495,,,,,,179,
010073,01-OCT-10,30-SEP-11,Settled,CLAY COUNTY HOSPITAL                    ,544 EAST AVENUE                         ,,ASHLAND                                 ,AL                                      ,36251                                   ,CLAY                                    ,,,,6081,146075,,.0649,,,46,16790,3517,347,4788,,172.96,,572,84,1020,,,,,,,
010078,01-JUL-11,30-JUN-12,As Submitted,NORTHEAST ALABAMA REGIONAL MED CTR      ,400 EAST TENTH STREET                   ,2208                                    ,ANNISTON                                ,AL                                      ,36202-                                  ,CALHOUN                                 ,,,,4779036,,,.1233,,,217,79422,28983,10485,57290,,1213,,5483,2617,13536,,,,236,,1350,
010079,01-JUL-11,30-JUN-12,Settled,ATHENS LIMESTONE                        ,ATHENS LIMESTONE HOSPITAL               ,999                                     ,ATHENS                                  ,AL                                      ,35611-                                  ,LIMESTONE                               ,,,,1135392,,,.12,,,101,36966,7168,2989,15301,,450.46,,1578,240,4423,,,,,,,
010083,01-OCT-10,30-SEP-11,Settled,SOUTH BALDWIN REGIONAL MEDICAL CENTE    ,1613 NORTH MCKENZIE                     ,,FOLEY                                   ,AL                                      ,36535-                                  ,BALDWIN                                 ,,,,951063,,,.0745,,,112,40880,10995,4171,24289,,519.43,,2232,907,5565,,,,,,,
010085,01-JUL-11,30-JUN-12,As Submitted,DECATUR GENERAL                         ,7TH STREET S.E.                         ,2239                                    ,DECATUR                                 ,AL                                      ,35609-                                  ,MORGAN                                  ,,,,2820146,,,.1166,,,178,65148,18709,7175,38780,,814.77,,3852,1670,8885,,,,,,246,
010086,01-MAY-11,30-APR-12,As Submitted,NORTHWEST MEDICAL CENTER                ,HIGHWAY 78 WEST                         ,130                                     ,WINFIELD                                ,AL                                      ,35594                                   ,MARION                                  ,,,,331980,,,.0591,,,61,22326,5151,665,7647,,226.07,,1204,214,1997,,,,23,,197,
010087,01-OCT-10,30-SEP-11,Settled w/Audit,UNIV OF SOUTH ALABAMA MEDICAL CENTER    ,2451 FILLINGIM STREET                   ,,MOBILE                                  ,AL                                      ,36617                                   ,MOBILE                                  ,5518934,,,2946674,,,.2871,1692204,1176824,135,49275,7344,12065,40152,120.23,1310.4,,1006,1793,6323,,,,,,,
010089,01-JAN-11,31-DEC-11,Reopened,WALKER BAPTIST MEDICAL CENTER           ,3400 HIGHWAY 78 EAST                    ,3547                                    ,JASPER                                  ,AL                                      ,35502                                   ,WALKER                                  ,,,,2376775,,,.1549,,,135,49275,10778,5522,25974,,460.23,,2409,1985,6134,,,,314,,1117,
010090,01-JUL-11,30-JUN-12,As Submitted,PROVIDENCE HOSPITAL                     ,6801 AIRPORT BLVD                       ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,54690,,,2504434,,,.0639,21158,6843,349,127734,27279,10403,75625,2,1482,,4669,1769,13979,,,,,,,
010091,01-JUL-11,30-JUN-12,As Submitted,GROVE HILL MEMORIAL HOSPITAL            ,295 SOUTH JACKSON STREET                ,935                                     ,GROVE HILL                              ,AL                                      ,36451-                                  ,CLARKE                                  ,,,,261755,,,.12,,,24,8784,1951,1312,4578,,97.19,,574,535,1423,,,,,,151,
010092,01-OCT-10,30-SEP-11,As Submitted,DCH REGIONAL MEDICAL CENTER             ,809 UNIVERSITY BLVD EAST                ,,TUSCALOOSA                              ,AL                                      ,35401-                                  ,TUSCALOOSA                              ,3685678,,,14555978,,,.1679,1372950,300816,477,174105,76062,28346,130163,35,3267,,11492,6761,28308,,,,18,19,1039,330
010095,01-OCT-10,30-SEP-11,As Submitted,HALE COUNTY HOSPITAL                    ,508 GREENE STREET                       ,,GREENSBORO                              ,AL                                      ,36744                                   ,HALE                                    ,,,,100805,,,.12,,,28,10220,1732,292,2511,,68.94,,207,140,568,,,,,,,
010097,01-JAN-11,31-DEC-11,As Submitted,ELMORE COMMUNITY HOSPITAL               ,500 HOSPITAL DRIVE                      ,,WETUMPKA                                ,AL                                      ,36092                                   ,ELMORE                                  ,,,,269335,,,.12,,,46,16790,2365,715,4872,,141.83,,623,217,1398,,,,,,,
010099,01-OCT-10,30-SEP-11,As Submitted,D W MCMILLAN MEMORIAL HOSPITAL          ,1301 BELLEVILLE AVENUE                  ,908                                     ,BREWTON                                 ,AL                                      ,36427                                   ,ESCAMBIA                                ,,,,484971,,,.12,,,49,17885,4188,2013,8490,,244.2,,1015,444,2204,,,,,,,
010100,01-APR-11,31-MAR-12,Settled,THOMAS HOSPITAL                         ,750 MORPHY AVE                          ,929                                     ,FAIRHOPE                                ,AL                                      ,36532-                                  ,BALDWIN                                 ,,,,,,,,,,129,47214,13910,3506,33985,,866.89,,3049,1316,8987,,,,,,,
010101,01-JAN-11,31-DEC-11,Reopened,CITIZENS BAPTIST MEDICAL CENTER         ,604 STONE AVENUE                        ,,TALLADEGA                               ,AL                                      ,35161                                   ,TALLADEGA                               ,,,,1589868,,,.2973,,,81,29565,3940,3220,9782,,244.41,,1086,1261,2853,,,,4,,184,
010102,01-OCT-10,30-SEP-11,As Submitted,JOHN PAUL JONES HOSPITAL                ,317 MCWILLIAMS AVENUE                   ,B                                       ,CAMDEN                                  ,AL                                      ,36726-1610                              ,WILCOX                                  ,,,,58160,,,.12,,,30,10950,380,44,663,,37.5,,119,15,210,,,,,,,
010103,01-JAN-11,31-DEC-11,Settled w/Audit,PRINCETON BAPTIST MEDICAL CENTER        ,701 PRINCETON AVE SW                    ,,BIRMINGHAM                              ,AL                                      ,35211                                   ,JEFFERSON                               ,4694541,,,3967406,,,.1008,2498462,590868,275,100216,26482,11228,70000,41.11,1226.66,,4797,1927,12359,,,,,,523,
010104,01-JUL-11,30-JUN-12,Settled w/Audit,TRINITY MEDICAL CENTER                  ,800 MONTCLAIR ROAD                      ,,BIRMINGHAM                              ,AL                                      ,35213                                   ,JEFFERSON                               ,2668371,,,3842664,,,.1077,2088014,461476,340,123861,27080,12685,70581,37.26,1397,,4486,1534,13009,,,,14,1,591,301
010108,01-JUL-11,30-JUN-12,Settled,PRATTVILLE BAPTIST HOSPITAL             ,124 SOUTH MEMORIAL DRIVE                ,,PRATTVILLE                              ,AL                                      ,36067-                                  ,AUTAUGA                                 ,,,,163474,,,.0407,,,56,20496,2967,723,6937,,242.88,,836,166,2014,,,,,,,
010109,01-OCT-10,30-SEP-11,Settled,PICKENS COUNTY MEDICAL CENTER           ,R.K. WILSON DRIVE                       ,,CARROLLTON                              ,AL                                      ,35477                                   ,PICKENS                                 ,,,,370950,,,.12,,,40,14600,2715,463,3916,,182.05,,580,145,978,,,,6,,115,
010110,01-JAN-11,31-DEC-11,As Submitted,BULLOCK COUNTY HOSPITAL                 ,102 CONECUH AVENUE                      ,,UNION SPRINGS                           ,AL                                      ,36089                                   ,BULLOCK                                 ,,,,236486,,,.12,,,30,10950,2460,1462,5224,,78.48,,492,224,1184,,,,166,,548,
010112,01-OCT-10,30-SEP-11,As Submitted,BRYAN W WHITFIELD MEMORIAL HOSPITAL     ,105 HIGHWAY 80 EAST                     ,,DEMOPOLIS                               ,AL                                      ,37832                                   ,MARENGO                                 ,,,,647061,,,.12,,,89,32485,6625,4225,13743,,272.45,,1423,1219,3472,,,,6,,167,
010113,01-APR-11,31-MAR-12,Settled,MOBILE INFIRMARY MEDICAL CENTER         ,FIVE MOBILE INFIRMARY CIRCLE            ,2144                                    ,MOBILE                                  ,AL                                      ,36652-                                  ,MOBILE                                  ,974938,,,7116570,,,.0976,457693,63367,605,221430,54069,18689,134407,8.3,2068,,9660,3738,27431,,,,326,8,1560,727
010114,01-JAN-11,31-DEC-11,As Submitted,UAB MEDICAL WEST                        ,995 NINTH AVENUE  SOUTHWEST             ,847                                     ,BESSEMER                                ,AL                                      ,35023                                   ,JEFFERSON                               ,,,,1955137,,,.1168,,,190,69540,12996,6438,36727,,764.3,,2388,624,4813,,,,,14,378,300
010118,01-JUL-11,30-JUN-12,Settled,VAUGHAN REGIONAL MEDICAL CENTER         ,1015 MEDICAL CENTER PARKWAY             ,,SELMA                                   ,AL                                      ,36701                                   ,DALLAS                                  ,772977,,,6388981,,,.3775,369859,127815,159,58194,9329,7819,23596,14.83,483.53,,2638,2675,7321,,,,,,,
010120,01-OCT-10,30-SEP-11,Reopened,MONROE COUNTY HOSPITAL                  ,HIGHWAY 21                              ,,MONROEVILLE                             ,AL                                      ,36461                                   ,MONROE                                  ,,,,358496,,,.12,,,94,34310,2540,1025,5353,,181.39,,734,435,1660,,,,,,,
010125,01-MAY-11,30-APR-12,As Submitted,LAKELAND COMMUNITY HOSPITAL             ,HIIGHWAY 195 EAST                       ,780                                     ,HALEYVILLE                              ,AL                                      ,35565                                   ,WINSTON                                 ,,,,563179,,,.12,,,50,18300,4771,708,6625,,132.97,,1006,302,1777,,,,6,,146,
010126,01-JAN-11,31-DEC-11,Reopened,TROY REGIONAL MEDICAL CENTER            ,130 HIGHWAY 231                         ,,TROY                                    ,AL                                      ,36081                                   ,PIKE                                    ,,,,529806,,,.12,,,97,35405,2846,1308,5438,,232.61,,782,384,1719,,,,,,,
010128,01-JAN-11,31-DEC-11,Settled,JACKSON MEDICAL CENTER                  ,220 HOSPITAL DRIVE                      ,,JACKSON                                 ,AL                                      ,36545                                   ,CLARKE                                  ,,,,111473,,,.12,,,35,12775,1320,870,3002,,87.32,,251,430,995,,,,,,,
010129,01-APR-11,31-MAR-12,As Submitted,NORTH BALDWIN INFIRMARY                 ,1815 HAND AVENUE                        ,1409                                    ,BAY MINETTE                             ,AL                                      ,36507-                                  ,BALDWIN                                 ,,,,302494,,,.12,,,70,20190,1917,1562,6177,,164.86,,520,402,1642,,,,,,,
010130,01-JUL-11,30-JUN-12,Reopened,ST. VINCENTS ST. CLAIR                  ,7063 VETERANS PARKWAY                   ,,PELL CITY                               ,AL                                      ,35125                                   ,ST. CLAIR                               ,,,,61542,,,.0285,,,40,14640,2181,566,5971,,163.16,,481,169,1570,,,,,,,
010131,01-JUL-11,30-JUN-12,Amended,CRESTWOOD MEDICAL CENTER                ,ONE HOSPITAL DRIVE                      ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,,,,,,,,,,150,54900,16285,2399,36295,,855.72,,3788,598,9145,,,,,,,
010137,01-OCT-10,30-SEP-11,As Submitted,COOPER GREEN MERCY HOSPITAL             ,1515 SIXTH AVENUE SOUTH                 ,,BIRMINGHAM                              ,AL                                      ,35233                                   ,JEFFERSON                               ,59381,,,498543,,,.35,227494,90452,149,54385,1528,7428,16276,25,650.15,,201,544,3290,,,,75,,261,
010138,01-JAN-11,31-DEC-11,As Submitted,HILL HOSPITAL OF SUMTER COUNTY          ,751 DERBY DRIVE                         ,,YORK                                    ,AL                                      ,36925                                   ,SUMTER                                  ,,,,91802,,,.12,,,33,12045,1147,431,2043,,46.81,,240,70,601,,,,,,,
010139,01-JAN-11,31-DEC-11,Settled,BROOKWOOD MEDICAL CENTER                ,2010 BROOKWOOD MEDICAL CENTER DRIVE     ,,BIRMINGHAM                              ,AL                                      ,35209                                   ,JEFFERSON                               ,,,,1900932,,,.0446,,,468,170820,30034,12760,94859,,1440.1,,5687,1685,19982,,,,959,,6305,236
010144,01-JAN-11,31-DEC-11,Reopened,SPRINGHILL MEMORIAL HOSPITAL            ,3719 DAUPHIN STREET                     ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,607485,,,.0323,,,203,74095,14399,3714,41859,,879.74,,2442,520,7831,,,,,,,
010145,01-OCT-10,30-APR-11,As Submitted,NORTHPORT MEDICAL CENTER DCH            ,2700 HOSPITAL DRIVE                     ,,NORTHPORT                               ,AL                                      ,35476-                                  ,TUSCALOOSA                              ,,,,1693471,,,.2418,,,111,40515,4743,5023,15540,,660.14,,905,1177,2947,,,,304,19,1444,445
