PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
010054,01-JUL-10,30-JUN-11,Settled,PARKWAY MEDICAL CENTER                  ,1874 BELTLINE ROAD S.W.                 ,,DECATUR                                 ,AL                                      ,35601                                   ,MORGAN                                  ,,,,1014827,,,.1254,,,109,39785,6612,2560,14469,,305.71,,1549,720,3914,,,,,,,
010055,01-JUL-10,30-JUN-11,As Submitted,FLOWERS HOSPITAL                        ,4370 WEST MAIN STREET                   ,6907                                    ,DOTHAN                                  ,AL                                      ,36302-                                  ,HOUSTON                                 ,,,,2421357,,,.0653,,,235,85775,27037,6441,54369,,1130.64,,5090,1283,11496,,,,,,,
010056,01-JUL-10,30-JUN-11,Reopened,ST VINCENTS HOSPITAL                    ,810 ST VINCENTS DRIVE                   ,,BIRMINGHAM                              ,AL                                      ,35205-                                  ,JEFFERSON                               ,113422,,,,,,,39389,9346,426,155490,37939,4007,112165,1,1893.42,,7237,629,21221,,,,,,,
010066,01-JUL-10,30-JUN-11,Settled,FLORALA COMMUNITY HOSPITAL              ,515 EAST 5TH AVENUE                     ,,FLORALA                                 ,AL                                      ,36442                                   ,COVINGTON                               ,,,,27474,,,.0333,,,22,8030,910,52,1148,,29.11,,238,28,369,,,,,,,
010078,01-JUL-10,30-JUN-11,Settled,NORTHEAST ALABAMA REGIONAL MED CTR      ,400 EAST TENTH STREET                   ,2208                                    ,ANNISTON                                ,AL                                      ,36202-                                  ,CALHOUN                                 ,,,,4334795,,,.1199,,,217,79205,26624,9779,54737,,1192.2,,4998,2504,13201,,,,227,,1194,
010079,01-JUL-10,30-JUN-11,Settled,ATHENS LIMESTONE                        ,ATHENS LIMESTONE HOSPITAL               ,999                                     ,ATHENS                                  ,AL                                      ,35611-                                  ,LIMESTONE                               ,,,,1206355,,,.12,,,101,36865,7588,2861,15271,,432.46,,1668,1117,3878,,,,,,,
010085,01-JUL-10,30-JUN-11,Settled,DECATUR GENERAL                         ,7TH STREET S.E.                         ,2239                                    ,DECATUR                                 ,AL                                      ,35609-                                  ,MORGAN                                  ,,,,2719781,,,.1167,,,178,64970,17067,7175,36493,,752.19,,3313,1886,8268,,,,,,514,
010086,01-MAY-10,30-APR-11,Amended,NORTHWEST MEDICAL CENTER                ,HIGHWAY 78 WEST                         ,130                                     ,WINFIELD                                ,AL                                      ,35594                                   ,MARION                                  ,,,,484250,,,.0731,,,61,22265,6431,970,9652,,237.44,,1332,257,2199,,,,68,,260,
010090,01-JUL-10,30-JUN-11,Settled,PROVIDENCE HOSPITAL                     ,6801 AIRPORT BLVD                       ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,50218,,,2915624,,,.0741,8441,2734,349,127385,28656,11518,78313,.86,1850,,4854,1957,14236,,,,,,,
010091,01-JUL-10,30-JUN-11,Settled,GROVE HILL MEMORIAL HOSPITAL            ,295 SOUTH JACKSON STREET                ,935                                     ,GROVE HILL                              ,AL                                      ,36451-                                  ,CLARKE                                  ,,,,159614,,,.12,,,24,8760,1135,,2959,,77.74,,365,395,1014,,,,,,175,
010104,01-JUL-10,30-JUN-11,As Submitted,TRINITY MEDICAL CENTER                  ,800 MONTCLAIR ROAD                      ,,BIRMINGHAM                              ,AL                                      ,35213-                                  ,JEFFERSON                               ,3341741,,,3173205,,,.0853,2160920,429760,331,120801,27744,12259,74753,39.48,1421,,4651,1348,12672,,,,25,4,366,320
010108,01-JUL-10,30-JUN-11,Settled,PRATTVILLE BAPTIST HOSPITAL             ,124 SOUTH MEMORIAL DRIVE                ,,PRATTVILLE                              ,AL                                      ,36067-                                  ,AUTAUGA                                 ,,,,197042,,,.0463,,,50,18250,3188,627,7124,,234.76,,869,195,2115,,,,,,,
010118,01-JUL-10,30-JUN-11,As Submitted,VAUGHAN REGIONAL MEDICAL CENTER         ,1015 MEDICAL CENTER PARKWAY             ,,SELMA                                   ,AL                                      ,36701                                   ,DALLAS                                  ,854792,,,6735073,,,.3767,360515,127605,159,54385,11755,8406,27461,13.21,492.4,,2866,2731,7591,,,,,,,
010125,01-MAY-10,30-APR-11,As Submitted,LAKELAND COMMUNITY HOSPITAL             ,HIIGHWAY 195 EAST                       ,780                                     ,HALEYVILLE                              ,AL                                      ,35565                                   ,WINSTON                                 ,,,,542840,,,.1196,,,47,17155,4215,642,6000,,138.92,,970,256,1690,,,,,,,
010130,01-JUL-10,30-JUN-11,As Submitted,ST. VINCENT S ST. CLAIR                 ,2805 DR. JOHN HAYNES DRIVES             ,,PELL CITY                               ,AL                                      ,35215-                                  ,ST. CLAIR                               ,,,,133795,,,.0593,,,40,14600,2264,441,5706,,175.22,,518,153,1489,,,,,,,
010131,01-JUL-10,30-JUN-11,As Submitted,CRESTWOOD MEDICAL CENTER                ,ONE HOSPITAL DRIVE                      ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,,,,,,,,,,123,54207,17325,2816,39686,,875.3,,3944,708,9659,,,,,,,
010149,01-JUL-10,30-JUN-11,Settled,BAPTIST MEDICAL CENTER EAST             ,400 TAYLOR ROAD                         ,,MONTGOMERY                              ,AL                                      ,36117-                                  ,MONTGOMERY                              ,,,,2785530,,,.1951,,,149,54385,10569,15309,50199,,874.22,,2354,2336,10946,,,,,,,
010164,01-AUG-10,31-JUL-11,Settled,COOSA VALLEY MEDICAL CENTER             ,314 WEST HICKORY STREET                 ,,SYLACAUGA                               ,AL                                      ,35150-                                  ,TALLEDEGA                               ,,,,1555780,,,.2066,,,122,44530,6936,4057,15848,,360.16,,1473,1010,3923,,,,,,303,
012007,01-JUL-10,30-JUN-11,Settled,NOLAND HOSPITAL MONTGOMERY              ,1725 PINE STREET 5TH FLOOR              ,,MONTGOMERY                              ,AL                                      ,36106                                   ,MONTGOMERY                              ,,,,,,,,,,65,23725,6324,,9369,,66.9,,246,,391,,,,,,,
012008,01-SEP-10,31-AUG-11,Reopened,SSH - BIRMINGHAM                        ,800 MONTCLAIR ROAD  9TH FL              ,,BIRMINGHAM                              ,AL                                      ,35213                                   ,JEFFERSON                               ,,,,,,,,,,38,13870,6702,,8822,,76.28,,251,,309,,,,,,,
012009,01-JUL-10,30-JUN-11,Settled,NOLAND HOSPITAL BIRMINGHAM              ,50 MEDICAL PARK EAST  8TH FLOOR         ,,BIRMINGHAM                              ,AL                                      ,35235                                   ,JEFFERSON                               ,,,,,,,,,,45,16425,5517,,8369,,54.1,,206,,299,,,,,,,
013029,01-JUN-10,31-MAY-11,Reopened,HEALTHSOUTH REHAB OF NORTH ALABAMA      ,107 GOVERNOR S DRIVE                    ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,,,,,,,,,,70,25550,15811,,21820,,194.39,,1159,,1673,,,,,,,
013033,01-JUN-10,31-MAY-11,Settled,REGIONAL REHABILITATION HOSPITAL        ,3715 HIGHWAY 280/431 NORTH              ,,PHENIX CITY                             ,AL                                      ,36867                                   ,RUSSELL                                 ,,,,,,,,,,48,16480,9944,,13618,,146.79,,665,,919,,,,,,,
014000,01-JUL-10,30-JUN-11,Settled,HILL CREST HOSPITAL                     ,6869 FIFTH AVENUE SOUTH                 ,,BIRMINGHAM                              ,AL                                      ,35212                                   ,BIRMINGHAM                              ,,,,,,,,,,94,34310,1527,10004,27220,,219.4,,118,1177,2037,,,,,,,
014007,01-JUL-10,30-JUN-11,Settled,BRYCE HOSPITAL                          ,200 UNIVERSITY BOULEVARD                ,,TUSCALOOSA                              ,AL                                      ,35401-                                  ,TUSCALOOSA                              ,,,,,,,,,,139,50735,4074,,50452,,558,,147,,537,,,,,,,
014013,01-JUL-10,30-JUN-11,Settled,LAUREL OAKS BEHAVIORAL HEALTH CARE      ,700 EAST COTTONWOOD RD                  ,,DOTHAN                                  ,AL                                      ,363013644                               ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014016,21-SEP-10,30-JUN-11,Settled,USA HEALTHCARE PSYCH SVCS LLC           ,1910 CHEROKEE AVENUE SW                 ,,CULLMAN                                 ,AL                                      ,35055                                   ,CULLMAN                                 ,,,,,,,,,,20,5660,2700,,3335,,30,,162,,241,,,,,,,
020008,01-JUL-10,30-JUN-11,Reopened,BARTLETT REGIONAL HOSPITAL              ,3260 HOSPITAL DRIVE                     ,,JUNEAU                                  ,AK                                      ,99801-                                  ,JUNEAU BOROUGH                          ,,,,501052,,,.12,,,51,18615,2530,1994,7112,,410.17,,550,315,2371,,,,,,284,
020024,01-JUL-10,30-JUN-11,Settled w/Audit,CENTRAL PENINSULA GENERAL HOSPITAL      ,250 HOSPITAL PLACE                      ,,SOLDOTNA                                ,AK                                      ,99969-                                  ,KENAI PENINSULA BOROUGH                 ,,,,603088,,,.1,,,46,16790,3005,1908,8303,,512.22,,757,448,2258,,,,,,,
021303,01-JUL-10,30-JUN-11,Settled,SITKA COMMUNITY HOSPITAL                ,209 MOLLER AVENUE                       ,,SITKA                                   ,AK                                      ,99835-                                  ,SITKA BOROUGH                           ,,,,,,,,,,11,4015,1086,20,1360,,148.55,,116,13,209,,,,,,,
021304,01-JUL-10,30-JUN-11,Settled,PETERSBURG MEDICAL CENTER               ,103 FRAM STREET                         ,589                                     ,PETERSBURG                              ,AK                                      ,99833-                                  ,WRANGELL-PETERSBURG                     ,,,,,,,,,,12,4380,493,11,575,,64.67,,62,15,113,,,,,,,
021305,01-JUL-10,30-JUN-11,Settled,WRANGELL MEDICAL CENTER                 ,310 BENNETT STREET                      ,1081                                    ,WRANGELL                                ,AK                                      ,99929-                                  ,WRANGELL                                ,,,,,,,,,,8,2920,960,25,1912,,64.24,,81,23,165,,,,,,,
021307,01-JUL-10,30-JUN-11,Settled,CORDOVA COMMUNITY MEDICAL CENTER        ,602 CHASE STREET                        ,160                                     ,CORDOVA                                 ,AK                                      ,99574-                                  ,CORDOVA                                 ,,,,,,,,,,13,4745,364,4,584,,49.05,,16,3,37,,,,,,,
021311,01-JUL-10,30-JUN-11,Reopened,KETCHIKAN GENERAL HOSPITAL              ,3100 TONGASS AVENUE                     ,,KETCHIKAN                               ,AK                                      ,99901-5746                              ,GATEWAY BURROUGH                        ,,,,,,,,,,20,7300,1689,1116,4725,,264.32,,410,370,1143,,,,,,,
021313,01-JUL-10,30-JUN-11,Settled,SOUTH PENINSULA HOSPITAL                ,4300 BARTLETT ST.                       ,,HOMER                                   ,AK                                      ,99603-                                  ,KENAI PENINSULA                         ,,,,,,,,,,21,7665,1649,781,3255,,172.05,,291,202,777,,,,,,,
024002,01-JUL-10,30-JUN-11,Settled,ALASKA PSYCHIATRIC INSTITUTE            ,3700 PIPER ST                           ,,ANCHORAGE                               ,AK                                      ,99508-4677                              ,ANCHORAGE                               ,,,,,,,,,,80,29200,3936,1937,25537,,251.37,,245,106,1325,,,,,,,
030007,01-JUL-10,30-JUN-11,Reopened,VERDE VALLEY MEDICAL CENTER             ,269 SOUTH CANDY LANE                    ,,COTTONWOOD                              ,AZ                                      ,86326                                   ,YAVAPAI                                 ,464074,,,1182622,,,.0745,130392,79489,99,36135,8040,3263,17170,4,719.66,,1761,991,4370,,,,,,162,
030010,01-JUL-10,30-JUN-11,Settled,CARONDELET ST. MARYS HOSPITAL           ,1601 W. ST. MARYS ROAD                  ,,TUCSON                                  ,AZ                                      ,85745-                                  ,PIMA                                    ,,,,5252749,,,.1863,,,350,127750,16342,15556,59673,,1311,,3378,3998,13203,,,,71,69,1243,500
030011,01-JUL-10,30-JUN-11,Settled,CARONDELET ST. JOSEPH HOSPITAL          ,350 NORTH WILMOT ROAD                   ,,TUCSON                                  ,AZ                                      ,85732-                                  ,PIMA                                    ,,,,3942831,,,.1011,,,428,156220,24642,19712,90883,,1718,,4754,3834,18467,,,,364,38,814,483
030016,01-JUL-10,30-JUN-11,Settled,CASA GRANDE REGIONAL MEDICAL CENTER     ,1800 EAST FLORENCE BLVD.                ,,CASA GRANDE                             ,AZ                                      ,85122                                   ,PINAL                                   ,,,,3621901,,,.2083,,,164,59860,11824,9713,33317,,693.91,,2363,3209,8912,,,,,,266,
030022,01-JUL-10,30-JUN-11,Settled w/Audit,MARICOPA MEDICAL CENTER                 ,2601 EAST ROOSEVELT STREET              ,,PHOENIX                                 ,AZ                                      ,85010                                   ,MARICOPA                                ,3168536,,,4737404,,,.5889,3369642,797912,281,102565,4539,41528,64881,201.16,3595.7,,824,,18067,,,,,,3487,
030023,01-JUL-10,30-JUN-11,Settled,FLAGSTAFF MEDICAL CENTER                ,1200 NORTH BEAVER                       ,P.O. BOX 1268                           ,FLAGSTAFF                               ,AZ                                      ,86001                                   ,COCONINO                                ,,,,10147750,,,.2506,,,245,89425,18158,18786,56795,,1589.78,,3474,4273,12985,,,,174,,576,
030024,01-JUL-10,30-JUN-11,Reopened,ST. JOSEPHS HOSPITAL & MEDICAL CTR      ,350 WEST THOMAS ROAD                    ,,PHOENIX                                 ,AZ                                      ,85013                                   ,MARICOPA                                ,9843416,,,20139229,,,.3547,2821835,629267,582,212499,25217,79652,171355,186.99,4646.83,,4856,18300,34662,,,,,241,,898
030033,01-AUG-10,31-JUL-11,Settled,PAYSON REGIONAL MED CTR                 ,807 S. PONDEROSA                        ,,PAYSON                                  ,AZ                                      ,85541-                                  ,GILA                                    ,,,,962250,,,.0964,,,39,14235,4381,1798,7888,,246.99,,1234,567,2442,,,,,,,
030036,01-JUL-10,30-JUN-11,Settled,CHANDLER REGIONAL MEDICAL CENTER        ,475 SOUTH DOBSON ROAD                   ,,CHANDLER                                ,AZ                                      ,85224                                   ,MARICOPA                                ,,,,5269495,,,.1486,,,225,82125,17965,20374,78161,,1624.34,,3921,5498,17729,,,,,,,
030037,01-JUN-10,31-MAY-11,Settled,ST. LUKES MEDICAL CENTER                ,1800 EAST VAN BUREN                     ,,PHOENIX                                 ,AZ                                      ,85006                                   ,MARICOPA                                ,,,,4415294,,,.2943,,,257,77829,6676,,34126,,775.5,,1429,3560,8739,,,,33,48,362,217
030043,01-JUL-10,30-JUN-11,Settled,SIERRA VISTA REGIONAL HEALTH CENTER     ,300 EL CAMINO REAL                      ,,SIERRA VISTA                            ,AZ                                      ,85635                                   ,COCHISE                                 ,975586,,,1077016,,,.0961,384831,140789,88,32120,7702,4479,18895,15,625.45,,1844,1386,5536,,,,,,,
030055,01-JUL-10,30-JUN-11,Reopened,KINGMAN REGIONAL MEDICAL CENTER         ,3269 STOCKTON HILL ROAD                 ,,KINGMAN                                 ,AZ                                      ,86401                                   ,MOHAVE                                  ,1808760,,,3414519,,,.1452,624603,244695,167,66379,15256,9105,35471,21.92,1255.87,,2881,2214,7868,,,,,21,,178
030064,01-JUL-10,30-JUN-11,Settled w/Audit,UNIVERSITY MEDICAL CENTER               ,1501 NORTH CAMPBELL AVE                 ,,TUCSON                                  ,AZ                                      ,85721-0001                              ,PIMA                                    ,17534055,,,12838626,,,.3097,4265377,2147490,479,166060,25864,53344,129536,308.14,3809.15,,4332,10686,26294,,,,300,,533,
030069,01-SEP-10,31-AUG-11,Settled,HAVASU REGIONAL MEDICAL CENTER          ,101 CIVIC CENTER LANE                   ,,LAKE HAVASU CITY                        ,AZ                                      ,86403-                                  ,MOHAVE                                  ,,,,1722820,,,.0641,,,162,59130,15083,1029,27351,,503.97,,2970,1090,5877,,,,,2,,88
030101,01-SEP-10,31-AUG-11,Settled,WESTERN ARIZONA REGIONAL MEDICAL CEN    ,2735 SILVER CREEK ROAD                  ,,BULLHEAD CITY                           ,AZ                                      ,86442-                                  ,MOHAVE                                  ,,,,1733825,,,.0749,,,139,50735,13906,441,27863,,582.27,,2869,1263,6404,,,,,,,
030108,01-JUN-10,31-MAY-11,Settled,SURGICAL SPECIALTY HOSPITAL OF ARIZO    ,6501 N. 19TH AVE.                       ,,PHOENIX                                 ,AZ                                      ,85015                                   ,MARICOPA                                ,,,,,,,,,,33,12045,611,41,2437,,107.71,,376,29,1564,,,,,,,
030110,01-MAY-10,30-APR-11,Reopened,WEST VALLEY HOSPITAL                    ,13677 WEST MCDOWELL ROAD                ,,GOODYEAR                                ,AZ                                      ,85395                                   ,MARICOPA                                ,,,,3911463,,,.2486,,,157,57305,7464,1847,35903,,653.51,,1882,681,10646,,,,,,,
030111,01-JUL-10,30-JUN-11,Settled,THE UNIVERSITY PHYSICIANS HOSPITAL      ,2800 EAST AJO WAY                       ,,TUCSON                                  ,AZ                                      ,85713                                   ,PIMA                                    ,1848616,,,2987645,,,.4774,743746,697278,163,59495,5814,14401,30108,49.71,849.66,,921,1481,5545,,,,11,,405,
030119,01-JUL-10,30-JUN-11,Settled,MERCY GILBERT MEDICAL CENTER            ,3555 S. VAL VISTA DRIVE                 ,,GILBERT                                 ,AZ                                      ,85296                                   ,MARICOPA                                ,,,,2961671,,,.1127,,,212,77380,13562,12484,57723,,1153.11,,2990,3664,14645,,,,,,,
030121,01-JUL-10,30-JUN-11,Settled,MOUNTAIN VISTA MEDICAL CENTER           ,1301 SOUTH CRIMSON ROAD                 ,,MESA                                    ,AZ                                      ,85209                                   ,MARICOPA                                ,,,,5394355,,,.2108,,,178,64970,13522,1,45570,,717.69,,2749,3206,10156,,,,,,,
031301,01-JUL-10,30-JUN-11,Settled,BENSON HOSPITAL                         ,475 S. OCOTILLO                         ,,BENSON                                  ,AZ                                      ,85602-2990                              ,COCHISE                                 ,,,,,,,,,,22,8030,758,106,1422,,156.73,,152,35,314,,,,,,,
031302,01-JUL-10,30-JUN-11,Settled,N. COCHISE COMM. HOSPITAL               ,901 W REX ALLEN DRIVE                   ,DRAWER D                                ,WILLCOX                                 ,AZ                                      ,85644-                                  ,COCHISE                                 ,,,,,,,,,,24,8760,1817,100,2871,,130.79,,209,40,496,,,,,,,
031312,01-JUL-10,30-JUN-11,Settled,COPPER QUEEN COMM. HOSP.                ,101 COLE AVE.                           ,,BISBEE                                  ,AZ                                      ,85603-                                  ,COCHISE                                 ,,,,,,,,,,14,5110,1089,250,1829,,122.12,,167,98,410,,,,,,,
031313,01-JUL-10,30-JUN-11,Settled,CARONDELET HOLY CROSS HOSPITAL          ,1230 TARGET RANGE ROAD                  ,,NOGALES                                 ,AZ                                      ,85621-                                  ,SANTA CRUZ                              ,,,,,,,,,,25,9125,291,1127,3387,,167,,67,639,1409,,,,,,,
032000,01-SEP-10,31-AUG-11,Settled,KINDRED HOSPITAL PHOENIX                ,40 EAST INDIANOLA AVENUE                ,,PHOENIX                                 ,AZ                                      ,85012                                   ,MARICOPA                                ,,,,,,,,,,166,60590,14113,284,26516,,303.6,,553,7,948,,,,,,,
032002,01-SEP-10,31-AUG-11,Reopened,KINDRED HOSPITAL TUCSON                 ,355 NORTH WILMOT ROAD                   ,,TUCSON                                  ,AZ                                      ,85711                                   ,PIMA                                    ,,,,,,,,,,51,18615,4881,19,10274,,107.8,,185,1,401,,,,,,,
032005,01-JUN-10,31-MAY-11,Settled,SSH -ARIZONA  INC                       ,7400 E. OSBORNE RD 3RD FLOOR            ,,SCOTTSDALE                              ,AZ                                      ,85251                                   ,MARICOPA                                ,,,,,,,,,,62,22630,5237,601,14457,,124.83,,196,110,565,,,,,,,
032006,01-JUN-10,31-MAY-11,Settled,PROMISE HOSPITAL OF PHOENIX  INC.       ,1201 SOUTH 7TH STREET                   ,,PHOENIX                                 ,AZ                                      ,85007                                   ,PHOENIX                                 ,,,,,,,,,,48,14148,2481,3521,8739,,88.93,,87,57,212,,,,,,,
033032,01-JUN-10,31-MAY-11,Settled,HEALTHSOUTH REHAB - VALLEY OF THE SU    ,13460 NORTH 67TH AVENUE                 ,,GLENDALE                                ,AZ                                      ,85304                                   ,MARICOPA                                ,,,,,,,,,,75,27375,10959,1400,19237,,171.41,,845,94,1401,,,,,,,
033037,01-JUN-10,31-MAY-11,Settled,HEALTHSOUTH EAST VALLEY REHAB HOSPIT    ,5652 EAST BASELINE ROAD                 ,,MESA                                    ,AZ                                      ,85206                                   ,MARICOPA                                ,,,,,,,,,,60,17280,7915,325,12216,,137.16,,593,19,869,,,,,,,
034013,01-JUN-10,31-MAY-11,Settled,ST. LUKES BEHAVIORAL HEALTH             ,1800 EAST VAN BUREN                     ,,PHOENIX                                 ,AZ                                      ,85006                                   ,MARICOPA                                ,,,,,,,,,,124,45260,6876,1,42444,,282.96,,854,2576,5682,,,,,,,
034020,01-JUL-10,30-JUN-11,Settled,HAVEN SENIOR HORIZONS                   ,1201 S. 7TH AVENUE  SUITE 200           ,,PHOENIX                                 ,AZ                                      ,85007-3913                              ,MARICOPA                                ,,,,,,,,,,30,10950,6384,180,9929,,46.38,,425,11,719,,,,,,,
034021,01-JUL-10,30-JUN-11,Settled,ARIZONA STATE HOSPITAL                  ,2500 E VAN BUREN STREET                 ,,PHOENIX                                 ,AZ                                      ,85008                                   ,MARICOPA                                ,,,,,,,,,,141,51465,431,20180,39087,,240,,10,24,44,,,,,,,
034023,01-JUL-10,30-JUN-11,Settled,THE GUIDANCE CENTER  INC.               ,2187 NORTH VICKEY STREET                ,,FLAGSTAFF                               ,AZ                                      ,86004                                   ,COCONINO                                ,,,,,,,,,,16,5840,742,,3088,,31.21,,88,,622,,,,,,,
034025,01-JUL-10,30-JUN-11,Settled,WINDHAVEN PSYCHIATRIC HOSPITAL          ,3347 N. WINDSONG DR.                    ,,PRESCOTT VALLEY                         ,AZ                                      ,86314                                   ,YAVAPAI                                 ,,,,,,,,,,16,5840,776,,3831,,28.39,,131,,581,,,,,,,
040007,01-JUL-10,30-JUN-11,Reopened,ST VINCENT INFIRMARY MEDICAL CENTER     ,TWO ST VINCENT CIRCLE                   ,,LITTLE ROCK                             ,AR                                      ,72205                                   ,PULASKI                                 ,515388,,,10940095,,,.1589,167370,33296,385,143917,46145,12498,101463,5.08,1506,,8314,2549,19839,,,,,,,
040010,01-JUL-10,30-JUN-11,Settled,MERCY MEDICAL CENTER                    ,2710 RIFE MEDICAL LANE                  ,,ROGERS                                  ,AR                                      ,72758                                   ,BENTON                                  ,,,,856118,,,.0388,,,160,58400,11717,2451,33423,,717.85,,2780,934,9642,,,,,,,
