PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
010073,01-OCT-12,30-SEP-13,Settled,CLAY COUNTY HOSPITAL                    ,544 EAST AVENUE                         ,,ASHLAND                                 ,AL                                      ,36251                                   ,CLAY                                    ,,,,738547,,,.234,,,46,16790,4120,1205,7041,,129.19,,732,292,1430,,,,,,,
010078,01-JUL-13,30-JUN-14,Amended,NORTHEAST ALABAMA REGIONAL MED CTR      ,400 EAST TENTH STREET                   ,2208                                    ,ANNISTON                                ,AL                                      ,36202-                                  ,CALHOUN                                 ,,,,1736094,,,.1075,,,217,79205,27478,10418,55861,,1199.3,,4934,2560,12297,,,,210,,1168,
010079,01-JUL-13,30-JUN-14,Settled,ATHENS LIMESTONE                        ,ATHENS LIMESTONE HOSPITAL               ,999                                     ,ATHENS                                  ,AL                                      ,35611-                                  ,LIMESTONE                               ,,,,687258,,,.1476,,,101,36865,7749,2955,15385,,451.99,,1831,928,4202,,,,,,,
010083,01-OCT-12,30-SEP-13,Reopened,SOUTH BALDWIN REGIONAL MEDICAL CENTE    ,1613 NORTH MCKENZIE                     ,,FOLEY                                   ,AL                                      ,36535-                                  ,BALDWIN                                 ,,,,861865,,,.0614,,,112,40880,11977,4213,28034,,591.48,,2445,872,6438,,,,,,,
010085,01-APR-13,31-MAR-14,Settled,DECATUR MORGAN - DECATUR CAMPUS         ,7TH STREET S.E.                         ,2239                                    ,DECATUR                                 ,AL                                      ,35609-                                  ,MORGAN                                  ,,,,2070056,,,.1325,,,216,78840,22428,8880,46774,,920.52,,4318,2251,10616,,,,,,308,
010086,01-MAY-13,30-APR-14,Settled,NORTHWEST MEDICAL CENTER                ,HIGHWAY 78 WEST                         ,130                                     ,WINFIELD                                ,AL                                      ,35594                                   ,MARION                                  ,,,,145064,,,.0629,,,61,22265,3720,342,5562,,180.33,,866,136,1434,,,,14,,183,
010087,01-OCT-12,30-SEP-13,Amended,UNIV OF SOUTH ALABAMA MEDICAL CENTER    ,2451 FILLINGIM STREET                   ,,MOBILE                                  ,AL                                      ,36617                                   ,MOBILE                                  ,6015017,,,2296550,,,.2423,1493844,1571086,133,48545,6104,10689,40974,128.5,1348.25,,991,1765,6955,,,,,,,
010089,01-JAN-13,31-DEC-13,Settled,WALKER BAPTIST MEDICAL CENTER           ,3400 HIGHWAY 78 EAST                    ,3547                                    ,JASPER                                  ,AL                                      ,35502                                   ,WALKER                                  ,,,,2005220,,,.1681,,,135,49275,9189,5475,22750,,506.64,,2189,2030,5992,,,,320,,1267,
010090,01-JUL-13,30-JUN-14,Settled,PROVIDENCE HOSPITAL                     ,6801 AIRPORT BLVD                       ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,148898,,,1068080,,,.0603,30777,12692,349,127385,28395,11117,80074,2,1449,,4962,1816,15187,,,,,,,
010091,01-JUL-13,30-JUN-14,As Submitted,GROVE HILL MEMORIAL HOSPITAL            ,295 SOUTH JACKSON STREET                ,935                                     ,GROVE HILL                              ,AL                                      ,36451-                                  ,CLARKE                                  ,,,,61756,,,.12,,,21,7665,1160,1372,4036,,104.7,,313,600,1146,,,,,,156,
010092,01-OCT-12,30-SEP-13,Amended,DCH REGIONAL MEDICAL CENTER             ,809 UNIVERSITY BLVD EAST                ,,TUSCALOOSA                              ,AL                                      ,35401-                                  ,TUSCALOOSA                              ,3991373,,,16107174,,,.1738,1137469,336509,527,192355,67655,34511,149856,40.83,3776.36,,12019,,31450,,,,,,2284,708
010095,01-OCT-12,30-SEP-13,Settled,HALE COUNTY HOSPITAL                    ,508 GREENE STREET                       ,,GREENSBORO                              ,AL                                      ,36744                                   ,HALE                                    ,,,,87106,,,.12,,,28,10220,1755,209,2439,,71.8,,157,78,372,,,,,,,
010097,01-JAN-13,31-DEC-13,Settled,ELMORE COMMUNITY HOSPITAL               ,500 HOSPITAL DRIVE                      ,,WETUMPKA                                ,AL                                      ,36092                                   ,ELMORE                                  ,,,,148926,,,.12,,,33,12045,1601,705,4872,,117.25,,408,217,1398,,,,,,,
010099,01-OCT-12,30-SEP-13,As Submitted,D W MCMILLAN MEMORIAL HOSPITAL          ,1301 BELLEVILLE AVENUE                  ,908                                     ,BREWTON                                 ,AL                                      ,36427                                   ,ESCAMBIA                                ,,,,397298,,,.12,,,49,17885,3629,2172,7886,,229.23,,810,483,1903,,,,,,,
010100,01-APR-13,31-MAR-14,Settled,THOMAS HOSPITAL                         ,750 MORPHY AVE                          ,929                                     ,FAIRHOPE                                ,AL                                      ,36532-                                  ,BALDWIN                                 ,,,,374098,,,.0268,,,129,47085,13894,3990,35339,,810,,2975,1491,7998,,,,,,,
010101,01-JAN-13,31-DEC-13,Settled,CITIZENS BAPTIST MEDICAL CENTER         ,604 STONE AVENUE                        ,,TALLADEGA                               ,AL                                      ,35161                                   ,TALLADEGA                               ,,,,1188240,,,.2933,,,81,29565,3198,2878,8551,,246.37,,977,1159,2716,,,,7,,215,
010102,01-OCT-12,30-SEP-13,Settled,JOHN PAUL JONES HOSPITAL                ,317 MCWILLIAMS AVENUE                   ,B                                       ,CAMDEN                                  ,AL                                      ,36726-1610                              ,WILCOX                                  ,,,,50777,,,.12,,,21,7686,351,109,722,,40.1,,112,48,239,,,,,,,
010103,01-JAN-13,31-DEC-13,Amended,PRINCETON BAPTIST MEDICAL CENTER        ,701 PRINCETON AVE SW                    ,,BIRMINGHAM                              ,AL                                      ,35211                                   ,JEFFERSON                               ,5400530,,,3065715,,,.093,2751025,723781,276,100663,26723,11566,76493,50.6,1266.46,,4572,1887,13568,,,,,,504,
010104,01-JUL-13,30-JUN-14,As Submitted,TRINITY MEDICAL CENTER                  ,800 MONTCLAIR ROAD                      ,,BIRMINGHAM                              ,AL                                      ,35213                                   ,JEFFERSON                               ,2585463,,,1675969,,,.134,2019672,649938,340,124100,23077,13323,65138,36.62,1260,,3528,1504,10926,,,,19,5,264,294
010108,01-JUL-13,30-JUN-14,Settled,PRATTVILLE BAPTIST HOSPITAL             ,124 SOUTH MEMORIAL DRIVE                ,,PRATTVILLE                              ,AL                                      ,36067-                                  ,AUTAUGA                                 ,,,,81486,,,.0322,,,56,20440,4605,1126,10962,,287.5,,998,279,2538,,,,,,,
010109,01-OCT-12,30-SEP-13,As Submitted,PICKENS COUNTY MEDICAL CENTER           ,R.K. WILSON DRIVE                       ,,CARROLLTON                              ,AL                                      ,35477                                   ,PICKENS                                 ,,,,249110,,,.12,,,40,14600,2376,331,3341,,174.66,,433,110,758,,,,4,,106,
010110,01-JAN-13,31-DEC-13,Amended,BULLOCK COUNTY HOSPITAL                 ,BULLOCK COUNTY HOSPITAL                 ,102 CONECUH AVENUE                      ,UNION SPRINGS                           ,AL                                      ,36089                                   ,BULLOCK                                 ,,,,130894,,,.12,,,30,10950,1573,903,3739,,122.43,,343,217,826,,,,156,,1068,
010112,01-OCT-12,30-SEP-13,As Submitted,BRYAN W WHITFIELD MEMORIAL HOSPITAL     ,105 HIGHWAY 80 EAST                     ,,DEMOPOLIS                               ,AL                                      ,37832                                   ,MARENGO                                 ,,,,542358,,,.12,,,89,32574,6520,3449,11892,,280.07,,1163,998,2773,,,,18,,191,
010113,01-APR-13,31-MAR-14,Settled,MOBILE INFIRMARY MEDICAL CENTER         ,FIVE MOBILE INFIRMARY CIRCLE            ,2144                                    ,MOBILE                                  ,AL                                      ,36652-                                  ,MOBILE                                  ,578735,,,4494808,,,.1065,291961,48101,615,224475,52819,21350,139894,6.01,2098,,8780,3677,26517,,,,289,13,1544,733
010114,01-JAN-13,31-DEC-13,As Submitted,UAB MEDICAL WEST                        ,995 NINTH AVENUE  SOUTHWEST             ,847                                     ,BESSEMER                                ,AL                                      ,35023                                   ,JEFFERSON                               ,,,,1368342,,,.1255,,,187,68285,10576,6753,35322,,838.42,,1752,1739,7254,,,,,8,382,240
010118,01-JUL-13,30-JUN-14,Amended,VAUGHAN REGIONAL MEDICAL CENTER         ,1015 MEDICAL CENTER PARKWAY             ,,SELMA                                   ,AL                                      ,36701                                   ,DALLAS                                  ,606173,,,2294868,,,.3769,330135,153684,163,59495,8803,7456,22796,19,463.77,,2231,2661,6366,,,,,,,
010120,01-OCT-12,30-SEP-13,Reopened,MONROE COUNTY HOSPITAL                  ,HIGHWAY 21                              ,,MONROEVILLE                             ,AL                                      ,36461                                   ,MONROE                                  ,,,,246218,,,.12,,,49,17885,1637,630,3555,,177.2,,496,435,1077,,,,,,,
010125,01-MAY-13,30-APR-14,Settled,LAKELAND COMMUNITY HOSPITAL             ,HIIGHWAY 195 EAST                       ,780                                     ,HALEYVILLE                              ,AL                                      ,35565                                   ,WINSTON                                 ,,,,49436,150192,,.1074,,,50,18250,3677,531,4948,,120.58,,748,230,1264,,,,,,120,
010126,01-JAN-13,31-DEC-13,Settled,TROY REGIONAL MEDICAL CENTER            ,130 HIGHWAY 231                         ,,TROY                                    ,AL                                      ,36081                                   ,PIKE                                    ,,,,344506,,,.1161,,,97,35405,2377,681,4940,,235.61,,662,293,1596,,,,,,,
010128,01-JAN-13,31-DEC-13,Settled,JACKSON MEDICAL CENTER                  ,220 HOSPITAL DRIVE                      ,,JACKSON                                 ,AL                                      ,36545                                   ,CLARKE                                  ,,,,83421,,,.1149,,,35,12775,1619,288,2621,,86.83,,236,122,552,,,,,,,
010129,01-APR-13,31-MAR-14,Settled,NORTH BALDWIN INFIRMARY                 ,1815 HAND AVENUE                        ,1409                                    ,BAY MINETTE                             ,AL                                      ,36507                                   ,BALDWIN                                 ,,,,182178,,,.12,,,55,20075,2046,1617,6442,,169,,511,670,1707,,,,7,,244,
010130,01-JUL-13,30-JUN-14,Settled,ST. VINCENTS ST. CLAIR                  ,7063 VETERANS PARKWAY                   ,,PELL CITY                               ,AL                                      ,35125                                   ,ST. CLAIR                               ,,,,61050,,,.0377,,,40,14600,3521,704,9087,,188.8,,809,175,2156,,,,,,,
010131,01-JUL-13,30-JUN-14,Settled,CRESTWOOD MEDICAL CENTER                ,ONE HOSPITAL DRIVE                      ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,,,,,,,,,,147,53655,19267,2529,40159,,777.84,,4212,624,9964,,,,,,,
010138,01-JAN-13,31-DEC-13,Settled,HILL HOSPITAL OF SUMTER COUNTY          ,751 DERBY DRIVE                         ,,YORK                                    ,AL                                      ,36925                                   ,SUMTER                                  ,,,,66564,,,.12,,,33,12045,654,338,1473,,65.29,,185,119,632,,,,,,,
010139,01-JAN-13,31-DEC-13,Settled,BROOKWOOD MEDICAL CENTER                ,2010 BROOKWOOD MEDICAL CENTER DRIVE     ,,BIRMINGHAM                              ,AL                                      ,35209                                   ,JEFFERSON                               ,,,,1978706,,,.0551,,,468,170820,26462,13378,89700,,1400.9,,5411,1617,19780,,,,917,3,4954,429
010144,01-JAN-13,31-DEC-13,Settled,SPRINGHILL MEMORIAL HOSPITAL            ,3719 DAUPHIN STREET                     ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,989058,,,.0501,,,184,67160,17259,3775,49351,,920.8,,3181,782,9644,,,,,,,
010146,01-OCT-12,30-SEP-13,Settled,JACKSONVILLE MEDICAL CENTER             ,1701 PELHAM ROAD SOUTH                  ,,JACKSONVILLE                            ,AL                                      ,36265                                   ,CALHOUN                                 ,,,,365982,,,.12,,,59,21535,3031,1391,6919,,207.79,,650,402,1629,,,,20,,227,
010148,01-JAN-13,31-DEC-13,Settled,EVERGREEN MEDICAL CENTER                ,101 CRESTVIEW AVENUE                    ,,EVERGREEN                               ,AL                                      ,36401-                                  ,CONECUH                                 ,,,,389851,,,.12,,,44,16060,3201,825,5333,,112.21,,909,340,1721,,,,,,,
010149,01-JUL-13,30-JUN-14,Settled,BAPTIST MEDICAL CENTER EAST             ,400 TAYLOR ROAD                         ,,MONTGOMERY                              ,AL                                      ,36117-                                  ,MONTGOMERY                              ,,,,1307207,,,.2398,,,149,54385,9428,17657,49492,,897.72,,1948,3135,9656,,,,,,,
010150,01-FEB-13,31-JAN-14,Settled,LV STABLER MEMORIAL HOSPITAL            ,29 LV STABLER DRIVE                     ,,GREENVILLE                              ,AL                                      ,36037                                   ,BUTLER                                  ,,,,251502,,,.12,,,44,16060,2296,657,3963,,169.27,,602,225,1159,,,,,,153,
010157,01-APR-13,31-MAR-14,Settled,SHOALS HOSPITAL                         ,201 W AVALON AVE.                       ,3359                                    ,MUSCLE SHOALS                           ,AL                                      ,35661                                   ,COLBERT                                 ,,,,201299,,,.0644,,,122,44530,4123,632,6798,,208.12,,901,148,1605,,,,2,6,458,739
010158,01-JAN-13,31-DEC-13,Reopened,RUSSELLVILLE HOSPITAL                   ,P O BOX 1089                            ,,RUSSELLVILLE                            ,AL                                      ,35653                                   ,FRANKLIN                                ,,,,48078,445743,,.1508,,,92,33580,5104,1004,7858,,191.65,,1009,364,1965,,,,,,,
010164,01-AUG-13,31-JUL-14,Reopened,COOSA VALLEY MEDICAL CENTER             ,314 WEST HICKORY STREET                 ,,SYLACAUGA                               ,AL                                      ,35150-                                  ,TALLEDEGA                               ,,,,459318,,,.1943,,,122,44530,5762,3511,14069,,377.4,,1235,982,3466,,,,,,271,
