PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
010052,01-JAN-14,31-DEC-14,Settled,LAKE MARTIN COMMUNITY HOSPITAL          ,1231 SOUTH STREET                       ,,DADEVILLE                               ,AL                                      ,36853                                   ,TALLAPOOSA                              ,,,,48142,,,.123,,,46,16790,1161,275,1839,,65.38,,394,87,666,,,,,,,
010055,01-JUL-14,30-SEP-14,Settled,FLOWERS HOSPITAL                        ,4370 WEST MAIN STREET                   ,6907                                    ,DOTHAN                                  ,AL                                      ,36302-                                  ,HOUSTON                                 ,,,,134455,,,.0659,,,235,21620,5630,1489,12025,,1114.93,,1114,297,2600,,,,,,,
010056,01-JUL-14,30-JUN-15,Amended,ST VINCENTS BIRMINGHAM                  ,810 ST VINCENTS DRIVE                   ,,BIRMINGHAM                              ,AL                                      ,35205-                                  ,JEFFERSON                               ,153697,,,372801,,,.0279,47713,23554,442,161330,33964,7375,109077,1,1803.95,,6185,1103,20084,,,,,,,
010058,01-OCT-13,30-SEP-14,Settled,BIBB MEDICAL CENTER                     ,165 PIERSON AVENUE                      ,,CENTREVILLE                             ,AL                                      ,35042                                   ,BIBB                                    ,,,,8379,,,.0431,,,25,9125,2509,230,3789,,106.33,,199,45,391,,,,,,,
010059,01-OCT-13,30-SEP-14,Settled,LAWRENCE MEDICAL CENTER                 ,202 HOSPITAL STREET                     ,,MOULTON                                 ,AL                                      ,35650-                                  ,LAWRENCE                                ,,,,33027,,,.0497,,,43,15695,2771,299,4399,,142.35,,489,75,867,,,,,,,
010061,01-OCT-13,30-SEP-14,Settled,HIGHLANDS MEDICAL CENTER                ,380 WOOD COVE ROAD                      ,1050                                    ,SCOTTSBORO                              ,AL                                      ,35768                                   ,JACKSON                                 ,,,,236777,,,.12,,,170,62050,6961,2609,12599,,395.5,,1551,901,3565,,,,,,,
010062,01-OCT-13,30-SEP-14,Settled,WIREGRASS MEDICAL CENTER                ,1200 WEST MAPLE STREET                  ,,GENEVA                                  ,AL                                      ,36340                                   ,GENEVA                                  ,,,,40928,,,.0661,,,73,26645,2706,422,4122,,136.42,,552,128,953,,,,,,306,
010065,01-JAN-14,31-DEC-14,As Submitted,RUSSELL MEDICAL CENTER                  ,C                                       ,939                                     ,ALEXANDER CITY                          ,AL                                      ,35010                                   ,TALLAPOOSA                              ,,,,379551,,,.1457,,,75,27375,5537,2741,11119,,447.77,464.59,1492,670,2970,,,,,,,
010069,01-OCT-13,30-SEP-14,Settled,SEAR                                    ,820 WEST WASHINGTON STREET              ,,EUFAULA                                 ,AL                                      ,36027                                   ,BARBOUR                                 ,,,,58777,,,.0775,,,30,10950,3608,512,5693,,155.76,,668,139,1274,,,,,,272,
010073,01-OCT-13,30-SEP-14,Settled,CLAY COUNTY HOSPITAL                    ,544 EAST AVENUE                         ,,ASHLAND                                 ,AL                                      ,36251                                   ,CLAY                                    ,,,,167506,,,.2082,,,46,16790,4300,1045,6757,,134.36,,726,252,1326,,,,,,,
010078,01-JUL-14,30-JUN-15,Amended,NORTHEAST ALABAMA REGIONAL MED CTR      ,400 EAST TENTH STREET                   ,2208                                    ,ANNISTON                                ,AL                                      ,36202-                                  ,CALHOUN                                 ,,,,1147328,,,.1287,,,217,79205,28951,12561,59235,,1341.57,,5025,2460,11274,,,,,,1027,
010079,01-JUL-14,30-JUN-15,Amended,ATHENS LIMESTONE                        ,ATHENS LIMESTONE HOSPITAL               ,999                                     ,ATHENS                                  ,AL                                      ,35611-                                  ,LIMESTONE                               ,,,,443438,,,.1617,,,101,36865,7452,3419,15634,,482,,1788,1064,4447,,,,,,,
010083,01-OCT-13,30-SEP-14,Settled,SOUTH BALDWIN REGIONAL MEDICAL CENTE    ,1613 NORTH MCKENZIE                     ,,FOLEY                                   ,AL                                      ,36535-                                  ,BALDWIN                                 ,,,,189738,,,.0561,,,112,40880,11014,4285,26985,,534,,2160,929,6121,,,,,,,
010085,01-APR-14,31-MAR-15,As Submitted,DECATUR MORGAN - DECATUR CAMPUS         ,7TH STREET S.E.                         ,2239                                    ,DECATUR                                 ,AL                                      ,35609-                                  ,MORGAN                                  ,,,,1000081,,,.1441,,,296,108040,23412,9927,48570,,1027.8,,4620,1716,11167,,,,,,680,
010086,01-MAY-14,31-DEC-14,As Submitted,NORTHWEST MEDICAL CENTER                ,HIGHWAY 78 WEST                         ,130                                     ,WINFIELD                                ,AL                                      ,35594                                   ,MARION                                  ,,,,37137,,,.0595,,,61,14945,2467,269,3634,,191.76,,538,75,912,28,,,7,,127,
010087,01-OCT-13,30-SEP-14,Amended,UNIV OF SOUTH ALABAMA MEDICAL CENTER    ,2451 FILLINGIM STREET                   ,,MOBILE                                  ,AL                                      ,36617                                   ,MOBILE                                  ,6640711,,,714573,,,.2881,1964052,1647067,136,49640,6709,11474,39398,134.06,1408.79,,991,1804,6176,,,,,,,
010089,01-JAN-14,31-DEC-14,Settled,WALKER BAPTIST MEDICAL CENTER           ,3400 HIGHWAY 78 EAST                    ,3547                                    ,JASPER                                  ,AL                                      ,35502                                   ,WALKER                                  ,,,,445604,,,.12,,,135,49275,9778,5867,24064,,513.53,,2191,2042,5950,,,,363,,1418,
010090,01-JUL-14,30-JUN-15,As Submitted,PROVIDENCE HOSPITAL                     ,6801 AIRPORT BLVD                       ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,91284,,,657282,,,.0648,24118,8052,349,127385,29029,9790,81906,.97,1359.23,,5013,1798,15503,405,,,,,,
010091,01-JUL-14,30-JUN-15,As Submitted,GROVE HILL MEMORIAL HOSPITAL            ,295 SOUTH JACKSON STREET                ,935                                     ,GROVE HILL                              ,AL                                      ,36451-                                  ,CLARKE                                  ,,,,29910,,,.12,,,21,7665,898,1249,3444,,107.82,,260,598,1003,,,,,,133,
010092,01-OCT-13,30-SEP-14,Amended,DCH REGIONAL MEDICAL CENTER             ,809 UNIVERSITY BLVD EAST                ,,TUSCALOOSA                              ,AL                                      ,35401-                                  ,TUSCALOOSA                              ,4305411,,,3882656,,,.169,1227833,400792,520,189800,64950,34538,146826,42.31,3722.79,,11476,,31473,,,,,,2179,771
010095,01-OCT-13,30-SEP-14,Settled,HALE COUNTY HOSPITAL                    ,508 GREENE STREET                       ,,GREENSBORO                              ,AL                                      ,36744                                   ,HALE                                    ,,,,27787,,,.12,,,28,10220,1917,195,2547,,72.96,,211,67,389,,,,,,,
010097,01-JAN-14,31-DEC-14,Settled,ELMORE COMMUNITY HOSPITAL               ,500 HOSPITAL DRIVE                      ,,WETUMPKA                                ,AL                                      ,36092                                   ,ELMORE                                  ,,,,52938,,,.12,,,33,12045,1693,432,3661,,124.24,,407,84,895,,,,,,,
010099,01-OCT-13,30-SEP-14,As Submitted,D W MCMILLAN MEMORIAL HOSPITAL          ,1301 BELLEVILLE AVENUE                  ,908                                     ,BREWTON                                 ,AL                                      ,36427                                   ,ESCAMBIA                                ,,,,92334,,,.12,,,49,17885,3135,1906,7013,,210.44,,700,378,1601,,,,,,,
010100,01-APR-14,31-MAR-15,Amended,THOMAS HOSPITAL                         ,750 MORPHY AVE                          ,929                                     ,FAIRHOPE                                ,AL                                      ,36532-                                  ,BALDWIN                                 ,,,,189887,,,.0308,,,129,47085,15292,3744,38172,,810.44,,3252,1464,8510,,,,,,,
010101,01-JAN-14,31-DEC-14,Settled,CITIZENS BAPTIST MEDICAL CENTER         ,604 STONE AVENUE                        ,,TALLADEGA                               ,AL                                      ,35161                                   ,TALLADEGA                               ,,,,330274,,,.2677,,,81,29565,3215,2553,8124,,238.05,,937,1034,2502,,,,12,,228,
010102,01-OCT-13,30-SEP-14,Settled,JOHN PAUL JONES HOSPITAL                ,317 MCWILLIAMS AVENUE                   ,B                                       ,CAMDEN                                  ,AL                                      ,36726-1610                              ,WILCOX                                  ,,,,13509,,,.12,,,21,7686,433,110,743,,40.76,,114,34,215,,,,,,,
010103,01-JAN-14,31-DEC-14,Amended,PRINCETON BAPTIST MEDICAL CENTER        ,701 PRINCETON AVE SW                    ,,BIRMINGHAM                              ,AL                                      ,35211                                   ,JEFFERSON                               ,5978836,,,1014266,,,.0966,3132117,825919,273,99645,25583,12194,73884,54.45,1221.18,,4482,2149,13670,,,,,,576,
010104,01-JUL-14,30-JUN-15,As Submitted,TRINITY MEDICAL CENTER                  ,800 MONTCLAIR ROAD                      ,,BIRMINGHAM                              ,AL                                      ,35213                                   ,JEFFERSON                               ,2421313,,,1021117,,,.14,2014377,576735,340,124100,21907,11132,61738,37.01,1165.9,,3451,1583,10742,,,,25,1,278,238
010108,01-JUL-14,30-JUN-15,Amended,PRATTVILLE BAPTIST HOSPITAL             ,124 SOUTH MEMORIAL DRIVE                ,,PRATTVILLE                              ,AL                                      ,36067-                                  ,AUTAUGA                                 ,,,,67570,,,.0457,,,50,18250,4898,1192,11313,,312.76,,1133,341,2749,,,,,,,
010109,01-OCT-13,30-SEP-14,As Submitted,PICKENS COUNTY MEDICAL CENTER           ,R.K. WILSON DRIVE                       ,,CARROLLTON                              ,AL                                      ,35477                                   ,PICKENS                                 ,,,,43436,,,.12,,,40,14600,1865,236,2737,,122.97,,337,78,597,,,,5,,112,
010110,01-JAN-14,31-DEC-14,As Submitted,BULLOCK COUNTY HOSPITAL                 ,BULLOCK COUNTY HOSPITAL                 ,102 CONECUH AVENUE                      ,UNION SPRINGS                           ,AL                                      ,36089                                   ,BULLOCK                                 ,,,,43916,,,.12,,,30,10950,1770,934,3184,,123.59,,367,97,498,,,,240,,922,
010112,01-OCT-13,30-SEP-14,As Submitted,BRYAN W WHITFIELD MEMORIAL HOSPITAL     ,105 HIGHWAY 80 EAST                     ,,DEMOPOLIS                               ,AL                                      ,37832                                   ,MARENGO                                 ,,,,123578,,,.12,,,89,32574,6052,3090,10850,,230.1,,1014,856,2487,,,,25,,175,
010113,01-APR-14,31-MAR-15,As Submitted,MOBILE INFIRMARY MEDICAL CENTER         ,FIVE MOBILE INFIRMARY CIRCLE            ,2144                                    ,MOBILE                                  ,AL                                      ,36652-                                  ,MOBILE                                  ,520232,,,2011549,,,.1177,220780,42674,615,224475,53340,18232,144134,4.87,2001.61,,8719,3851,25613,,,,285,5,1447,630
010114,01-JAN-14,31-DEC-14,As Submitted,UAB MEDICAL WEST                        ,995 NINTH AVENUE  SOUTHWEST             ,847                                     ,BESSEMER                                ,AL                                      ,35023                                   ,JEFFERSON                               ,,,,395892,,,.1386,,,187,68255,9335,6457,31485,,851.2,,1743,1557,5782,,,,232,102,433,266
010118,01-JUL-14,30-JUN-15,Amended,VAUGHAN REGIONAL MEDICAL CENTER         ,1015 MEDICAL CENTER PARKWAY             ,,SELMA                                   ,AL                                      ,36701                                   ,DALLAS                                  ,586058,,,1232641,,,.3875,335304,164248,163,59495,8066,6492,20429,16,456.75,,2076,2048,5654,103,,,,,,
010120,01-OCT-13,30-SEP-14,As Submitted,MONROE COUNTY HOSPITAL                  ,HIGHWAY 21                              ,,MONROEVILLE                             ,AL                                      ,36461                                   ,MONROE                                  ,,,,65977,,,.12,,,49,17885,1703,963,3744,,167.62,,529,290,1135,,,,,,,
010125,01-MAY-14,31-DEC-14,As Submitted,LAKELAND COMMUNITY HOSPITAL             ,HIIGHWAY 195 EAST                       ,780                                     ,HALEYVILLE                              ,AL                                      ,35565                                   ,WINSTON                                 ,,,,62147,,,.11,,,50,12250,2589,333,3469,,115.2,,529,163,873,,,,8,,75,
010126,01-JAN-14,31-DEC-14,Settled,TROY REGIONAL MEDICAL CENTER            ,130 HIGHWAY 231                         ,,TROY                                    ,AL                                      ,36081                                   ,PIKE                                    ,,,,101279,,,.12,,,97,35405,2696,880,5300,,236.56,,663,278,1559,,,,,,,
010128,01-JAN-14,31-DEC-14,Settled,JACKSON MEDICAL CENTER                  ,220 HOSPITAL DRIVE                      ,,JACKSON                                 ,AL                                      ,36545                                   ,CLARKE                                  ,,,,31561,,,.12,,,35,12775,1590,455,3008,,92.53,,264,149,625,,,,,,,
010129,01-APR-14,31-MAR-15,As Submitted,NORTH BALDWIN INFIRMARY                 ,1815 HAND AVENUE                        ,1409                                    ,BAY MINETTE                             ,AL                                      ,36507                                   ,BALDWIN                                 ,,,,86167,,,.12,,,55,20075,2173,1566,6183,,168.7,,548,646,1770,,,,8,,304,
010130,01-JUL-14,30-JUN-15,As Submitted,ST. VINCENTS ST. CLAIR                  ,7063 VETERANS PARKWAY                   ,,PELL CITY                               ,AL                                      ,35125                                   ,ST. CLAIR                               ,,,,,,,,,,40,14600,3200,391,7225,,177.77,,743,121,1862,,,,,,,
010131,01-JUL-14,30-JUN-15,As Submitted,CRESTWOOD MEDICAL CENTER                ,ONE HOSPITAL DRIVE                      ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,,,,,,,,,,147,54750,19250,3509,40099,,889.73,,4227,832,10300,,,,,,,
010138,01-JAN-14,31-DEC-14,Settled,HILL HOSPITAL OF SUMTER COUNTY          ,751 DERBY DRIVE                         ,,YORK                                    ,AL                                      ,36925                                   ,SUMTER                                  ,,,,25947,,,.12,,,33,12045,1166,432,2127,,54.03,,222,124,620,,,,,,,
010139,01-JAN-14,31-DEC-14,Amended,BROOKWOOD MEDICAL CENTER                ,2010 BROOKWOOD MEDICAL CENTER DRIVE     ,,BIRMINGHAM                              ,AL                                      ,35209                                   ,JEFFERSON                               ,,,,511762,,,.0481,,,468,170820,25810,12351,89226,,1328.76,,5332,1455,19905,17,,,778,,4483,596
010144,01-JAN-14,31-DEC-14,Settled,SPRINGHILL MEMORIAL HOSPITAL            ,3719 DAUPHIN STREET                     ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,367670,,,.0517,,,184,67160,20247,4242,51469,,973.09,,3602,883,10046,,,,,,,
010146,01-OCT-13,24-SEP-14,As Submitted,JACKSONVILLE MEDICAL CENTER             ,1701 PELHAM ROAD SOUTH                  ,,JACKSONVILLE                            ,AL                                      ,36265                                   ,CALHOUN                                 ,,,,54553,,,.12,,,60,21540,2060,1532,5312,,170.37,,465,347,1279,,,,17,,218,
010146,25-SEP-14,30-SEP-15,As Submitted,RMC JACKSONVILLE                        ,1701 PELHAM ROAD SOUTH                  ,,JACKSONVILLE                            ,AL                                      ,36265                                   ,CALHOUN                                 ,,,,41426,,,.1046,,,55,20405,1733,574,3624,,139.94,,398,119,852,,,,18,,194,
010148,01-JAN-14,31-DEC-14,Settled,EVERGREEN MEDICAL CENTER                ,101 CRESTVIEW AVENUE                    ,,EVERGREEN                               ,AL                                      ,36401-                                  ,CONECUH                                 ,,,,113737,,,.12,,,44,16060,3048,766,4858,,103.98,,917,335,1665,,,,,,,
010149,01-JUL-14,30-JUN-15,Amended,BAPTIST MEDICAL CENTER EAST             ,400 TAYLOR ROAD                         ,,MONTGOMERY                              ,AL                                      ,36117-                                  ,MONTGOMERY                              ,,,,866553,,,.2587,,,180,65700,10379,18726,51020,,762.08,,2092,4945,10058,,,,,,,
010150,01-FEB-14,31-JAN-15,Amended,LV STABLER MEMORIAL HOSPITAL            ,29 LV STABLER DRIVE                     ,,GREENVILLE                              ,AL                                      ,36037                                   ,BUTLER                                  ,,,,71357,,,.1055,,,44,16060,2134,392,3657,,157.07,,551,137,1040,,,,,,,
010157,01-APR-14,31-MAR-15,As Submitted,SHOALS HOSPITAL                         ,201 W AVALON AVE.                       ,3359                                    ,MUSCLE SHOALS                           ,AL                                      ,35661                                   ,COLBERT                                 ,,,,59808,,,.0543,,,122,44530,3381,449,5661,,204.01,,765,125,1415,,,,,5,424,737
010158,01-JAN-14,31-DEC-14,Settled,RUSSELLVILLE HOSPITAL                   ,P O BOX 1089                            ,,RUSSELLVILLE                            ,AL                                      ,35653                                   ,FRANKLIN                                ,,,,169311,,,.1279,,,92,33580,4919,880,7317,,188.95,,1007,310,1808,,,,,,,
010164,01-AUG-14,31-JUL-15,As Submitted,COOSA VALLEY MEDICAL CENTER             ,315 WEST HICKORY STREET                 ,,SYLACAUGA                               ,AL                                      ,35150-                                  ,TALLEDEGA                               ,,,,327398,,,.1997,,,122,44530,5295,2468,14180,,385.6,,1174,957,3432,,,,14,,262,
010168,01-JAN-14,31-DEC-14,Settled,JACK HUGHSTON MEMORIAL HOSPITAL         ,4401 RIVER CHASE DRIVE                  ,,PHENIX CITY                             ,AL                                      ,36867                                   ,RUSSELL                                 ,,,,,,,,,,47,17155,3618,60,7147,,240.48,,1095,18,2242,,,,,,,
010169,01-OCT-13,30-SEP-14,Settled,ATMORE COMMUNITY HOSPITAL               ,401 MEDICAL PARK DRIVE                  ,,ATMORE                                  ,AL                                      ,36502                                   ,ESCAMBIA                                ,,,,73309,,,.0813,,,33,12045,3508,492,5345,,141.44,,782,111,1374,,,,,,,
