PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
010055,01-OCT-14,30-SEP-15,As Submitted,FLOWERS HOSPITAL                        ,4370 WEST MAIN STREET                   ,6907                                    ,DOTHAN                                  ,AL                                      ,36302-                                  ,HOUSTON                                 ,,,,594000,,,.0641,,,235,85775,23945,5557,48513,,1116.17,,4737,1159,10544,,,,,,,
010056,01-JUL-15,30-JUN-16,As Submitted,ST VINCENTS BIRMINGHAM                  ,810 ST VINCENTS DRIVE                   ,,BIRMINGHAM                              ,AL                                      ,35205-                                  ,JEFFERSON                               ,106176,,,515508,,,.0389,49948,22492,442,161772,33404,7519,110741,,,,6019,1296,20170,,,,,,,
010058,01-OCT-14,30-SEP-15,As Submitted,BIBB MEDICAL CENTER                     ,165 PIERSON AVENUE                      ,,CENTREVILLE                             ,AL                                      ,35042                                   ,BIBB                                    ,,,,6330,,,.0283,,,25,9125,2545,309,3757,,11.61,,203,38,385,,,,,,,
010059,01-OCT-14,30-SEP-15,As Submitted,LAWRENCE MEDICAL CENTER                 ,202 HOSPITAL STREET                     ,,MOULTON                                 ,AL                                      ,35650-                                  ,LAWRENCE                                ,,,,42453,,,.0816,,,43,15695,2212,210,3013,,152.93,,402,60,685,,,,,,,
010061,01-OCT-14,30-SEP-15,As Submitted,HIGHLANDS MEDICAL CENTER                ,380 WOOD COVE ROAD                      ,1050                                    ,SCOTTSBORO                              ,AL                                      ,35768                                   ,JACKSON                                 ,,,,247234,,,.12,,,170,62050,6867,2694,14830,,407.19,,1063,1013,3498,,,,,,,
010062,01-OCT-14,30-SEP-15,As Submitted,WIREGRASS MEDICAL CENTER                ,1200 WEST MAPLE STREET                  ,,GENEVA                                  ,AL                                      ,36340                                   ,GENEVA                                  ,,,,52983,,,.0749,,,73,26645,2869,410,4520,,155.42,,598,126,1078,21,,,,,327,
010065,01-JAN-15,31-DEC-15,As Submitted,RUSSELL MEDICAL CENTER                  ,C                                       ,939                                     ,ALEXANDER CITY                          ,AL                                      ,35010                                   ,TALLAPOOSA                              ,,,,388257,,,.1474,,,75,27375,5660,2823,11337,,450.24,,1649,666,3139,,,,,,,
010069,01-OCT-14,30-SEP-15,As Submitted,SEAR                                    ,820 WEST WASHINGTON STREET              ,,EUFAULA                                 ,AL                                      ,36027                                   ,BARBOUR                                 ,,,,73238,,,.1168,,,30,10950,3922,376,5648,,152.54,,581,86,1076,,,,,,244,
010073,01-OCT-14,30-SEP-15,As Submitted,CLAY COUNTY HOSPITAL                    ,544 EAST AVENUE                         ,,ASHLAND                                 ,AL                                      ,36251                                   ,CLAY                                    ,,,,194707,,,.2596,,,46,16790,3616,1417,6067,,132.22,,667,280,1224,,,,,,,
010078,01-JUL-15,30-JUN-16,As Submitted,NORTHEAST ALABAMA REGIONAL MED CTR      ,400 EAST TENTH STREET                   ,2208                                    ,ANNISTON                                ,AL                                      ,36202-                                  ,CALHOUN                                 ,,,,1205225,,,.1392,,,217,79422,27685,13066,58526,,1336.84,,4903,2772,12415,,,,,,898,
010079,01-JUL-15,31-DEC-15,As Submitted,ATHENS LIMESTONE                        ,ATHENS LIMESTONE HOSPITAL               ,999                                     ,ATHENS                                  ,AL                                      ,35611-                                  ,LIMESTONE                               ,,,,181318,,,.12,,,70,12880,3485,1481,7522,,496.17,,920,517,2277,,,,,,,
010083,01-OCT-14,30-SEP-15,As Submitted,SOUTH BALDWIN REGIONAL MEDICAL CENTE    ,1613 NORTH MCKENZIE                     ,,FOLEY                                   ,AL                                      ,36535-                                  ,BALDWIN                                 ,,,,248808,,,.0699,,,112,40880,9828,2760,26234,,603.73,,2185,874,6410,,,,,,,
010085,01-APR-15,31-MAR-16,Amended,DECATUR MORGAN - DECATUR CAMPUS         ,7TH STREET S.E.                         ,2239                                    ,DECATUR                                 ,AL                                      ,35609-                                  ,MORGAN                                  ,,,,808659,,,.1188,,,190,69540,22100,7345,42767,,1058.33,,4282,2325,9885,,,,,,1571,
010086,01-JAN-15,31-DEC-15,As Submitted,NORTHWEST MEDICAL CENTER                ,HIGHWAY 78 WEST                         ,130                                     ,WINFIELD                                ,AL                                      ,35594                                   ,MARION                                  ,,,,66549,,,.0742,,,61,22265,3827,438,5559,,183.74,,802,108,1373,14,,,16,,202,
010087,01-OCT-14,30-SEP-15,Amended,UNIV OF SOUTH ALABAMA MEDICAL CENTER    ,2451 FILLINGIM STREET                   ,,MOBILE                                  ,AL                                      ,36617                                   ,MOBILE                                  ,5190781,,,814815,,,.2814,2255123,1721955,138,50370,7830,12132,41382,135.59,1461.16,,1202,1902,6950,,,,,,,
010089,01-JAN-15,02-OCT-15,As Submitted,WALKER BAPTIST MEDICAL CENTER           ,3400 HIGHWAY 78 EAST                    ,3547                                    ,JASPER                                  ,AL                                      ,35502                                   ,WALKER                                  ,,,,451684,,,.1557,,,145,39875,7978,4504,20003,1.84,524.33,,1715,1504,4631,,,,292,,1088,
010090,01-JUL-15,30-JUN-16,As Submitted,PROVIDENCE HOSPITAL                     ,6801 AIRPORT BLVD                       ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,52150,,,690397,,,.069,9406,3562,349,127734,27738,10589,80837,.52,1376.77,,4862,1667,15322,252,,,,,,
010091,01-JUL-15,30-JUN-16,As Submitted,GROVE HILL MEMORIAL HOSPITAL            ,295 SOUTH JACKSON STREET                ,935                                     ,GROVE HILL                              ,AL                                      ,36451-                                  ,CLARKE                                  ,,,,30703,,,.12,,,22,8052,890,1039,3084,,107.28,,266,543,933,,,,8,,156,
010092,01-OCT-14,30-SEP-15,Amended,DCH REGIONAL MEDICAL CENTER             ,809 UNIVERSITY BLVD EAST                ,,TUSCALOOSA                              ,AL                                      ,35401-                                  ,TUSCALOOSA                              ,4123893,,,4025810,,,.165,1410399,458197,547,199655,72299,37511,159243,44.87,3593.08,,12306,8685,33286,,,,,40,2003,780
010095,01-OCT-14,30-SEP-15,As Submitted,HALE COUNTY HOSPITAL                    ,508 GREENE STREET                       ,,GREENSBORO                              ,AL                                      ,36744                                   ,HALE                                    ,,,,29751,,,.12,,,28,10220,1978,216,2751,,77.57,,221,89,448,,,,,,,
010097,01-JAN-15,31-DEC-15,As Submitted,ELMORE COMMUNITY HOSPITAL               ,500 HOSPITAL DRIVE                      ,,WETUMPKA                                ,AL                                      ,36092                                   ,ELMORE                                  ,,,,51311,,,.12,,,33,12045,1585,475,3581,,127.12,,363,94,837,,,,,,,
010099,01-OCT-14,30-SEP-15,As Submitted,D W MCMILLAN MEMORIAL HOSPITAL          ,1301 BELLEVILLE AVENUE                  ,908                                     ,BREWTON                                 ,AL                                      ,36427                                   ,ESCAMBIA                                ,,,,94152,,,.12,,,49,17885,3223,2080,6981,,179.5,,732,395,1726,,,,,,,
010100,01-APR-15,31-MAR-16,As Submitted,THOMAS HOSPITAL                         ,750 MORPHY AVE                          ,929                                     ,FAIRHOPE                                ,AL                                      ,36532-                                  ,BALDWIN                                 ,,,,213377,,,.033,,,129,47214,14280,3840,37432,,755.63,,3177,1594,8697,,,,,,,
010101,01-JAN-15,02-OCT-15,As Submitted,CITIZENS BAPTIST MEDICAL CENTER         ,604 STONE AVENUE                        ,,TALLADEGA                               ,AL                                      ,35161                                   ,TALLADEGA                               ,,,,205029,,,.2512,,,81,22275,2127,1682,5919,,228.06,,605,682,1826,,,,15,,219,
010102,01-OCT-14,30-SEP-15,As Submitted,JOHN PAUL JONES HOSPITAL                ,317 MCWILLIAMS AVENUE                   ,B                                       ,CAMDEN                                  ,AL                                      ,36726-1610                              ,WILCOX                                  ,,,,11392,,,.12,,,21,7665,343,70,532,,38.16,,104,26,177,,,,,,,
010103,01-JAN-15,02-OCT-15,As Submitted,PRINCETON BAPTIST MEDICAL CENTER        ,701 PRINCETON AVE SW                    ,,BIRMINGHAM                              ,AL                                      ,35211                                   ,JEFFERSON                               ,3022830,,,808583,,,.102,2296426,648435,273,75075,18816,8984,55549,65.94,1190.8,,3265,3056,10340,,,,,,488,
010104,01-JUL-15,30-JUN-16,As Submitted,TRINITY MEDICAL CENTER                  ,800 MONTCLAIR ROAD                      ,,BIRMINGHAM                              ,AL                                      ,35213                                   ,JEFFERSON                               ,1961217,,,913023,,,.1034,1813813,578386,343,125235,24576,10483,70577,38.99,1249.49,,4004,1468,13777,,,,,,247,312
010108,01-JUL-15,30-JUN-16,As Submitted,PRATTVILLE BAPTIST HOSPITAL             ,124 SOUTH MEMORIAL DRIVE                ,,PRATTVILLE                              ,AL                                      ,36067-                                  ,AUTAUGA                                 ,,,,72942,,,.045,,,50,18300,5352,1326,12721,,285.55,,1245,415,3199,,,,,,,
010109,01-OCT-14,30-SEP-15,As Submitted,PICKENS COUNTY MEDICAL CENTER           ,R.K. WILSON DRIVE                       ,,CARROLLTON                              ,AL                                      ,35477                                   ,PICKENS                                 ,,,,32192,,,.12,,,40,14600,1135,145,1833,,97.28,,260,63,494,,,,7,,101,
010110,01-JAN-15,31-DEC-15,As Submitted,BULLOCK COUNTY HOSPITAL                 ,BULLOCK COUNTY HOSPITAL                 ,102 CONECUH AVENUE                      ,UNION SPRINGS                           ,AL                                      ,36089                                   ,BULLOCK                                 ,,,,37253,,,.12,,,30,10950,1483,865,3194,,95.31,,306,250,707,,,,71,,633,
010112,01-OCT-14,30-SEP-15,As Submitted,BRYAN W WHITFIELD MEMORIAL HOSPITAL     ,105 HIGHWAY 80 EAST                     ,,DEMOPOLIS                               ,AL                                      ,36732                                   ,MARENGO                                 ,,,,125408,,,.12,,,89,32485,5890,2720,10165,,222.04,,1039,738,2203,,,,15,,156,
010113,01-APR-15,31-MAR-16,As Submitted,MOBILE INFIRMARY MEDICAL CENTER         ,FIVE MOBILE INFIRMARY CIRCLE            ,2144                                    ,MOBILE                                  ,AL                                      ,36652-                                  ,MOBILE                                  ,342152,,,1710758,,,.1027,155677,31498,615,225090,55173,18966,141191,5.57,1927.38,,8404,3819,25340,,,,,,1385,600
010114,01-JAN-15,31-DEC-15,As Submitted,UAB MEDICAL WEST                        ,995 NINTH AVENUE  SOUTHWEST             ,847                                     ,BESSEMER                                ,AL                                      ,35023                                   ,JEFFERSON                               ,,,,387773,,,.1283,,,187,68255,9661,6569,33407,,834.81,,1664,1755,6267,,,,,43,465,304
010118,01-JUL-15,30-JUN-16,As Submitted,VAUGHAN REGIONAL MEDICAL CENTER         ,1015 MEDICAL CENTER PARKWAY             ,,SELMA                                   ,AL                                      ,36701                                   ,DALLAS                                  ,450321,,,1122949,,,.3938,319960,174958,163,59658,7197,7445,19372,14.9,450.99,,1885,2019,5505,69,,,,,,
010120,01-OCT-14,30-SEP-15,As Submitted,MONROE COUNTY HOSPITAL                  ,HIGHWAY 21                              ,,MONROEVILLE                             ,AL                                      ,36461                                   ,MONROE                                  ,,,,64908,,,.12,,,49,17885,1807,1095,4185,,167.62,,539,290,1251,,,,,,,
010125,01-JAN-15,31-DEC-15,As Submitted,LAKELAND COMMUNITY HOSPITAL             ,HIIGHWAY 195 EAST                       ,780                                     ,HALEYVILLE                              ,AL                                      ,35565                                   ,WINSTON                                 ,,,,84623,,,.092,,,50,18250,4316,581,5734,,120.33,,862,155,1372,,,,16,,107,
010126,01-JAN-15,31-DEC-15,As Submitted,TROY REGIONAL MEDICAL CENTER            ,130 HIGHWAY 231                         ,,TROY                                    ,AL                                      ,36081                                   ,PIKE                                    ,,,,111825,,,.12,,,97,35405,3378,1610,7535,,251.34,,736,416,1867,,,,,,,
010129,01-APR-15,31-MAR-16,As Submitted,NORTH BALDWIN INFIRMARY                 ,1815 HAND AVENUE                        ,1409                                    ,BAY MINETTE                             ,AL                                      ,36507                                   ,BALDWIN                                 ,,,,68129,,,.12,,,55,20130,1598,1267,5622,,171.07,,417,604,1694,,,,,,307,
010130,01-JUL-15,30-JUN-16,As Submitted,ST. VINCENTS ST. CLAIR                  ,7063 VETERANS PARKWAY                   ,,PELL CITY                               ,AL                                      ,35125                                   ,ST. CLAIR                               ,,,,,,,,,,40,14640,2628,328,6583,,173.66,,672,105,1786,,,,,,,
010131,01-JUL-15,30-JUN-16,As Submitted,CRESTWOOD MEDICAL CENTER                ,ONE HOSPITAL DRIVE                      ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,,,,245801,,,.0271,,,151,55266,19195,4171,42308,,962.77,,4209,922,10943,,,,,,,
010138,01-JAN-15,31-DEC-15,As Submitted,HILL HOSPITAL OF SUMTER COUNTY          ,751 DERBY DRIVE                         ,,YORK                                    ,AL                                      ,36925                                   ,SUMTER                                  ,,,,21623,,,.12,,,33,12045,1309,764,2500,,49.08,,213,116,525,,,,,,,
010139,01-JAN-15,31-DEC-15,As Submitted,BROOKWOOD MEDICAL CENTER                ,2010 BROOKWOOD MEDICAL CENTER DRIVE     ,,BIRMINGHAM                              ,AL                                      ,35209                                   ,JEFFERSON                               ,,,,559284,,,.0533,,,406,148190,24105,13430,90899,,1347.43,,5332,1488,19834,10,8,,968,1,4837,719
010144,01-JAN-15,31-DEC-15,As Submitted,SPRINGHILL MEMORIAL HOSPITAL            ,3719 DAUPHIN STREET                     ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,312551,,,.0468,,,195,67556,19633,4645,55188,,988.08,,3312,896,10169,,,,,,,
010148,01-JAN-15,31-DEC-15,As Submitted,EVERGREEN MEDICAL CENTER                ,101 CRESTVIEW AVENUE                    ,,EVERGREEN                               ,AL                                      ,36401-                                  ,CONECUH                                 ,,,,18427,92781,,.1194,,,44,16060,3096,634,4783,,101.57,,880,249,1513,,,,,,,
010149,01-JUL-15,30-JUN-16,As Submitted,BAPTIST MEDICAL CENTER EAST             ,400 TAYLOR ROAD                         ,,MONTGOMERY                              ,AL                                      ,36117-                                  ,MONTGOMERY                              ,,,,788151,,,.2278,,,167,61014,10891,17642,53538,,800.2,,2154,4732,10377,,,,,,,
010150,01-FEB-15,31-JAN-16,As Submitted,LV STABLER MEMORIAL HOSPITAL            ,29 LV STABLER DRIVE                     ,,GREENVILLE                              ,AL                                      ,36037                                   ,BUTLER                                  ,,,,77225,,,.1156,,,44,16060,2014,401,3195,,131.12,,527,137,932,,,,,,214,
010157,01-APR-15,31-MAR-16,As Submitted,SHOALS HOSPITAL                         ,201 W AVALON AVE.                       ,3359                                    ,MUSCLE SHOALS                           ,AL                                      ,35661                                   ,COLBERT                                 ,,,,49565,,,.0415,,,122,44652,3756,586,6609,,200.92,,833,155,1562,,35,,,3,393,761
010164,01-AUG-15,31-JUL-16,As Submitted,COOSA VALLEY MEDICAL CENTER             ,315 WEST HICKORY STREET                 ,,SYLACAUGA                               ,AL                                      ,35150-                                  ,TALLADEGA                               ,,,,321802,,,.2103,,,122,44652,5210,2784,13645,,382.34,,1135,966,3289,,,,14,,280,
010168,01-JAN-15,31-DEC-15,As Submitted,JACK HUGHSTON MEMORIAL HOSPITAL         ,4401 RIVER CHASE DRIVE                  ,,PHENIX CITY                             ,AL                                      ,36867                                   ,RUSSELL                                 ,311435,,,,,,,,,47,17155,3484,151,7500,2.15,245.63,,1154,39,2579,14,,,,,,
010169,01-OCT-14,30-SEP-15,As Submitted,ATMORE COMMUNITY HOSPITAL               ,401 MEDICAL PARK DRIVE                  ,,ATMORE                                  ,AL                                      ,36502                                   ,ESCAMBIA                                ,,,,48761,,,.062,,,49,17885,3009,462,5207,,139.41,,683,105,1363,,,,,,,
010172,26-SEP-15,30-APR-16,As Submitted,NORTH ALABAMA SPECIALTY HOSPITAL        ,700 WEST MARKET STREET 2ND FLOOR        ,,ATHENS                                  ,AL                                      ,35611                                   ,LIMESTONE COUNTY                        ,,,,,,,,,,31,6758,541,,586,,14.63,,20,,21,,,,,,,
011300,01-OCT-14,30-SEP-15,As Submitted,WASHINGTON COUNTY HOSPITAL              ,ST. STEPHENS AVENUE                     ,1299                                    ,CHATOM                                  ,AL                                      ,36518-                                  ,WASHINGTON                              ,,,,,,,,,,15,5475,2055,65,2436,,90,,121,22,188,,,,,,,
